index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
185,185,edisonn185.xlsx,GMM,5000,10,9,2:40,normal,0.1,5,500,0,185,11,9,27,16,9,9,9,2,28,3,9,9,2,3
186,186,edisonn186.xlsx,GMM,5000,10,9,2:40,normal,0.3,1,500,0,186,15,6,28,14,2,2,8,2,17,28,2,2,2,2
187,187,edisonn187.xlsx,GMM,5000,10,9,2:40,normal,0.3,5,500,0,187,17,9,28,16,9,9,9,2,28,3,9,9,2,2
188,188,edisonn188.xlsx,GMM,5000,10,10,2:40,normal,0.1,1,500,0,188,26,6,29,22,6,29,12,3,29,2,29,12,29,2
189,189,edisonn189.xlsx,GMM,5000,10,10,2:40,normal,0.1,5,500,0,189,26,9,29,20,9,9,15,3,29,2,9,27,29,2
190,190,edisonn190.xlsx,GMM,5000,10,10,2:40,normal,0.3,1,500,0,190,18,11,29,20,11,2,11,2,20,28,2,11,2,16
191,191,edisonn191.xlsx,GMM,5000,10,10,2:40,normal,0.3,5,500,0,191,12,9,29,22,9,9,12,3,29,2,9,12,29,2
192,192,edisonn192.xlsx,GMM,5000,10,11,2:40,normal,0.1,1,500,0,192,21,9,30,22,9,26,12,3,30,2,26,15,30,2
193,193,edisonn193.xlsx,GMM,5000,10,11,2:40,normal,0.1,5,500,0,193,14,10,30,26,10,10,14,2,30,3,2,14,2,2
194,194,edisonn194.xlsx,GMM,5000,10,11,2:40,normal,0.3,1,500,0,194,23,10,29,24,10,17,13,16,29,24,10,13,17,2
195,195,edisonn195.xlsx,GMM,5000,10,11,2:40,normal,0.3,5,500,0,195,12,12,30,22,12,12,13,2,30,3,12,12,2,2
196,196,edisonn196.xlsx,GMM,5000,10,12,2:40,normal,0.1,1,500,0,196,22,12,31,22,12,11,12,3,31,4,10,12,31,2
197,197,edisonn197.xlsx,GMM,5000,10,12,2:40,normal,0.1,5,500,0,197,17,9,31,24,9,9,15,2,31,5,2,18,2,8
198,198,edisonn198.xlsx,GMM,5000,10,12,2:40,normal,0.3,1,500,0,198,18,11,29,18,10,10,11,3,29,30,10,11,16,21
199,199,edisonn199.xlsx,GMM,5000,10,12,2:40,normal,0.3,5,500,0,199,19,10,30,24,10,10,16,2,31,7,2,16,2,2
200,200,edisonn200.xlsx,GMM,5000,10,13,2:40,normal,0.1,1,500,0,200,31,18,33,30,12,27,17,3,28,34,27,27,28,2
201,201,edisonn201.xlsx,GMM,5000,10,13,2:40,normal,0.1,5,500,0,201,19,14,33,34,11,11,18,3,34,2,26,26,34,2
202,202,edisonn202.xlsx,GMM,5000,10,13,2:40,normal,0.3,1,500,0,202,24,12,35,30,12,10,21,4,34,2,33,28,34,22
203,203,edisonn203.xlsx,GMM,5000,10,13,2:40,normal,0.3,5,500,0,203,21,15,35,24,13,2,21,2,35,12,2,29,2,3
204,204,edisonn204.xlsx,GMM,5000,10,14,2:40,normal,0.1,1,500,0,204,31,11,35,34,11,2,19,2,35,32,2,19,29,2
205,205,edisonn205.xlsx,GMM,5000,10,14,2:40,normal,0.1,5,500,0,205,20,7,34,38,2,2,20,2,35,14,2,33,2,2
206,206,edisonn206.xlsx,GMM,5000,10,14,2:40,normal,0.3,1,500,0,206,22,13,36,30,13,13,22,2,36,5,2,36,36,2
207,207,edisonn207.xlsx,GMM,5000,10,14,2:40,normal,0.3,5,500,0,207,28,13,36,24,13,13,22,4,36,3,29,26,36,2
208,208,edisonn208.xlsx,GMM,5000,10,15,2:40,normal,0.1,1,500,0,208,33,13,36,24,13,31,25,2,36,3,2,27,31,2
209,209,edisonn209.xlsx,GMM,5000,10,15,2:40,normal,0.1,5,500,0,209,21,12,36,40,12,12,21,2,36,8,2,21,2,2
210,210,edisonn210.xlsx,GMM,5000,10,15,2:40,normal,0.3,1,500,0,210,31,18,33,30,12,27,17,3,28,34,27,27,28,24
211,211,edisonn211.xlsx,GMM,5000,10,15,2:40,normal,0.3,5,500,0,211,19,14,33,34,11,11,18,3,34,2,26,26,34,2
212,212,edisonn212.xlsx,GMM,5000,10,16,2:40,normal,0.1,1,500,0,212,24,12,35,30,12,10,21,4,34,2,33,28,34,2
213,213,edisonn213.xlsx,GMM,5000,10,16,2:40,normal,0.1,5,500,0,213,21,15,35,24,13,2,21,2,35,12,2,29,2,2
214,214,edisonn214.xlsx,GMM,5000,10,16,2:40,normal,0.3,1,500,0,214,31,11,35,34,11,2,19,2,35,32,2,19,29,2
215,215,edisonn215.xlsx,GMM,5000,10,16,2:40,normal,0.3,5,500,0,215,20,7,34,38,2,2,20,2,35,14,2,33,2,2
216,216,edisonn216.xlsx,GMM,5000,10,17,2:40,normal,0.1,1,500,0,216,22,13,36,30,13,13,22,2,36,5,2,36,36,5
217,217,edisonn217.xlsx,GMM,5000,10,17,2:40,normal,0.1,5,500,0,217,28,13,36,24,13,13,22,4,36,3,29,26,36,2
218,218,edisonn218.xlsx,GMM,5000,10,17,2:40,normal,0.3,1,500,0,218,33,13,36,24,13,31,25,2,36,3,2,27,31,2
219,219,edisonn219.xlsx,GMM,5000,10,17,2:40,normal,0.3,5,500,0,219,21,12,36,40,12,12,21,2,36,8,2,21,2,2
220,220,edisonn220.xlsx,GMM,5000,10,18,2:40,normal,0.1,1,500,0,220,22,12,36,38,12,12,22,4,37,3,29,36,37,3
221,221,edisonn221.xlsx,GMM,5000,10,18,2:40,normal,0.1,5,500,0,221,24,10,36,40,2,2,24,2,37,10,2,24,2,2
222,222,edisonn222.xlsx,GMM,5000,10,18,2:40,normal,0.3,1,500,0,222,35,15,37,28,15,28,24,4,37,3,28,28,28,27
223,223,edisonn223.xlsx,GMM,5000,10,18,2:40,normal,0.3,5,500,0,223,25,21,37,28,15,15,24,2,37,12,2,29,2,2
224,224,edisonn224.xlsx,GMM,5000,10,19,2:40,normal,0.1,1,500,0,224,29,8,37,38,20,37,24,3,37,2,38,24,37,2
225,225,edisonn225.xlsx,GMM,5000,10,19,2:40,normal,0.1,5,500,0,225,28,8,38,32,22,38,24,3,38,2,38,38,38,2
226,226,edisonn226.xlsx,GMM,5000,10,19,2:40,normal,0.3,1,500,0,226,30,11,38,46,2,28,24,2,38,9,2,29,30,2
227,227,edisonn227.xlsx,GMM,5000,10,19,2:40,normal,0.3,5,500,0,227,27,14,38,42,14,38,24,3,38,2,33,38,38,2
228,228,edisonn228.xlsx,GMM,5000,10,20,2:40,normal,0.1,1,500,0,228,28,14,39,36,2,39,27,2,39,12,2,39,2,2
229,229,edisonn229.xlsx,GMM,5000,10,20,2:40,normal,0.1,5,500,0,229,30,10,39,40,2,2,28,2,39,11,2,38,2,3
230,230,edisonn230.xlsx,GMM,5000,10,20,2:40,normal,0.3,1,500,0,230,27,21,38,40,2,27,2,2,39,36,2,28,2,29
231,231,edisonn231.xlsx,GMM,5000,10,20,2:40,normal,0.3,5,500,0,231,36,15,39,34,2,2,26,2,39,9,2,26,2,4
232,232,edisonn232.xlsx,GMM,5000,10,21,2:40,normal,0.1,1,500,0,232,27,25,39,46,14,40,27,6,38,8,2,27,38,2
233,233,edisonn233.xlsx,GMM,5000,10,21,2:40,normal,0.1,5,500,0,233,27,11,40,34,2,2,2,2,40,10,2,40,2,2
234,234,edisonn234.xlsx,GMM,5000,10,21,2:40,normal,0.3,1,500,0,234,29,6,40,48,2,40,2,32,40,16,2,32,40,2
235,235,edisonn235.xlsx,GMM,5000,10,21,2:40,normal,0.3,5,500,0,235,24,18,40,46,2,2,2,2,40,14,2,34,2,2
236,236,edisonn236.xlsx,GMM,5000,10,22,2:40,normal,0.1,1,500,0,236,37,13,41,54,13,41,28,4,41,3,38,38,41,3
237,237,edisonn237.xlsx,GMM,5000,10,22,2:40,normal,0.1,5,500,0,237,28,10,41,36,2,41,33,2,41,7,2,37,2,2
238,238,edisonn238.xlsx,GMM,5000,10,22,2:40,normal,0.3,1,500,0,238,41,11,41,36,19,2,2,2,39,7,2,41,39,2
239,239,edisonn239.xlsx,GMM,5000,10,22,2:40,normal,0.3,5,500,0,239,35,11,40,40,21,40,27,3,40,2,40,35,40,2
240,240,edisonn240.xlsx,GMM,5000,10,23,2:40,normal,0.1,1,500,0,240,42,26,42,42,22,42,34,3,42,2,42,42,42,2
241,241,edisonn241.xlsx,GMM,5000,10,23,2:40,normal,0.1,5,500,0,241,38,19,42,36,2,2,2,2,42,13,2,34,2,2
242,242,edisonn242.xlsx,GMM,5000,10,23,2:40,normal,0.3,1,500,0,242,42,6,39,56,2,2,2,2,40,9,2,39,39,3
243,243,edisonn243.xlsx,GMM,5000,10,23,2:40,normal,0.3,5,500,0,243,35,11,41,50,2,2,2,2,41,14,2,41,2,2
244,244,edisonn244.xlsx,GMM,5000,10,24,2:40,normal,0.1,1,500,0,244,41,24,43,46,2,37,30,2,43,38,2,43,2,4
245,245,edisonn245.xlsx,GMM,5000,10,24,2:40,normal,0.1,5,500,0,245,35,9,43,56,2,32,29,2,43,5,2,36,2,2
246,246,edisonn246.xlsx,GMM,5000,10,24,2:40,normal,0.3,1,500,0,246,38,11,43,38,2,33,28,2,43,10,2,35,2,4
247,247,edisonn247.xlsx,GMM,5000,10,24,2:40,normal,0.3,5,500,0,247,35,16,43,50,16,43,34,2,43,6,2,38,2,2
248,248,edisonn248.xlsx,GMM,5000,10,25,2:40,normal,0.1,1,500,0,248,31,23,44,44,2,44,31,2,44,12,2,34,2,3
249,249,edisonn249.xlsx,GMM,5000,10,25,2:40,normal,0.1,5,500,0,249,37,16,44,48,25,16,33,2,44,27,2,34,2,2
250,250,edisonn250.xlsx,GMM,5000,10,25,2:40,normal,0.3,1,500,0,250,44,12,44,46,2,2,2,2,44,6,2,41,41,2
251,251,edisonn251.xlsx,GMM,5000,10,25,2:40,normal,0.3,5,500,0,251,31,12,44,48,2,2,33,2,44,7,2,37,2,2
252,252,edisonn252.xlsx,GMM,5000,10,26,2:40,normal,0.1,1,500,0,252,36,16,42,58,2,44,35,2,45,19,2,42,45,2
253,253,edisonn253.xlsx,GMM,5000,10,26,2:40,normal,0.1,5,500,0,253,36,9,45,52,2,2,35,2,45,8,2,40,2,3
254,254,edisonn254.xlsx,GMM,5000,10,26,2:40,normal,0.3,1,500,0,254,37,14,44,56,2,44,2,2,45,7,2,36,44,2
255,255,edisonn255.xlsx,GMM,5000,10,26,2:40,normal,0.3,5,500,0,255,30,10,45,50,2,2,32,2,45,6,2,45,2,3
256,256,edisonn256.xlsx,GMM,5000,10,27,2:40,normal,0.1,1,500,0,256,36,15,46,50,28,39,35,4,46,3,46,43,46,4
257,257,edisonn257.xlsx,GMM,5000,10,27,2:40,normal,0.1,5,500,0,257,46,11,45,50,2,2,2,2,46,23,2,45,2,3
258,258,edisonn258.xlsx,GMM,5000,10,27,2:40,normal,0.3,1,500,0,258,37,7,46,56,17,45,37,44,46,3,42,38,46,2
259,259,edisonn259.xlsx,GMM,5000,10,27,2:40,normal,0.3,5,500,0,259,35,8,45,54,2,2,2,2,45,21,2,43,2,2
260,260,edisonn260.xlsx,GMM,5000,10,28,2:40,normal,0.1,1,500,0,260,35,14,46,62,2,2,2,2,47,20,2,46,2,3
261,261,edisonn261.xlsx,GMM,5000,10,28,2:40,normal,0.1,5,500,0,261,34,7,46,66,2,2,2,2,47,31,2,46,2,2
262,262,edisonn262.xlsx,GMM,5000,10,28,2:40,normal,0.3,1,500,0,262,47,19,47,48,19,2,2,2,47,18,2,47,2,2
263,263,edisonn263.xlsx,GMM,5000,10,28,2:40,normal,0.3,5,500,0,263,37,11,47,58,2,2,2,2,47,30,2,45,2,2
264,264,edisonn264.xlsx,GMM,5000,10,29,2:40,normal,0.1,1,500,0,264,42,11,47,72,2,47,2,2,47,12,2,47,2,2
265,265,edisonn265.xlsx,GMM,5000,10,29,2:40,normal,0.1,5,500,0,265,37,18,48,68,2,2,2,2,48,19,2,48,2,2
266,266,edisonn266.xlsx,GMM,5000,10,29,2:40,normal,0.3,1,500,0,266,42,13,46,76,2,48,2,2,48,17,2,44,2,5
267,267,edisonn267.xlsx,GMM,5000,10,29,2:40,normal,0.3,5,500,0,267,45,28,47,52,2,2,2,2,47,20,2,47,2,2
268,268,edisonn268.xlsx,GMM,5000,10,30,2:40,normal,0.1,1,500,0,268,46,17,49,68,2,49,2,2,49,25,2,47,2,2
269,269,edisonn269.xlsx,GMM,5000,10,30,2:40,normal,0.1,5,500,0,269,42,9,49,76,2,2,2,2,48,29,2,49,2,2
270,270,edisonn270.xlsx,GMM,5000,10,30,2:40,normal,0.3,1,500,0,270,48,14,49,54,2,49,2,2,49,26,2,49,2,2
271,271,edisonn271.xlsx,GMM,5000,10,30,2:40,normal,0.3,5,500,0,271,41,14,49,58,2,49,2,2,49,12,2,49,2,2
272,272,edisonn272.xlsx,GMM,5000,10,31,2:40,normal,0.1,1,500,0,272,46,28,50,62,2,50,2,2,50,9,2,48,2,2
273,273,edisonn273.xlsx,GMM,5000,10,31,2:40,normal,0.1,5,500,0,273,48,11,50,60,2,2,2,2,50,22,2,50,2,2
274,274,edisonn274.xlsx,GMM,5000,10,31,2:40,normal,0.3,1,500,0,274,46,3,49,62,2,46,2,2,50,4,2,41,2,2
275,275,edisonn275.xlsx,GMM,5000,10,31,2:40,normal,0.3,5,500,0,275,36,14,50,70,2,50,2,2,50,11,2,36,2,2
276,276,edisonn276.xlsx,GMM,5000,10,32,2:40,normal,0.1,1,500,0,276,46,9,51,80,2,45,2,2,51,30,2,51,2,2
277,277,edisonn277.xlsx,GMM,5000,10,32,2:40,normal,0.1,5,500,0,277,49,14,51,46,2,2,2,2,51,14,2,44,2,4
278,278,edisonn278.xlsx,GMM,5000,10,32,2:40,normal,0.3,1,500,0,278,47,11,51,70,40,51,3,43,51,2,41,41,51,2
279,279,edisonn279.xlsx,GMM,5000,10,32,2:40,normal,0.3,5,500,0,279,46,6,49,66,2,2,2,2,49,16,2,49,2,2
280,280,edisonn280.xlsx,GMM,5000,10,33,2:40,normal,0.1,1,500,0,280,45,16,52,72,2,52,2,2,52,34,2,52,2,2
281,281,edisonn281.xlsx,GMM,5000,10,33,2:40,normal,0.1,5,500,0,281,46,35,52,58,2,2,2,2,52,6,2,46,2,2
282,282,edisonn282.xlsx,GMM,5000,10,33,2:40,normal,0.3,1,500,0,282,46,14,52,60,2,52,2,2,52,49,2,52,2,2
283,283,edisonn283.xlsx,GMM,5000,10,33,2:40,normal,0.3,5,500,0,283,40,14,52,78,2,2,2,2,52,10,2,48,2,2
284,284,edisonn284.xlsx,GMM,5000,10,34,2:40,normal,0.1,1,500,0,284,50,8,53,80,2,2,2,2,53,21,2,51,2,2
285,285,edisonn285.xlsx,GMM,5000,10,34,2:40,normal,0.1,5,500,0,285,53,8,53,70,2,2,2,2,53,24,2,53,2,2
286,286,edisonn286.xlsx,GMM,5000,10,34,2:40,normal,0.3,1,500,0,286,53,31,53,86,2,2,2,2,53,35,2,52,2,2
287,287,edisonn287.xlsx,GMM,5000,10,34,2:40,normal,0.3,5,500,0,287,44,15,53,84,2,53,2,2,53,30,2,49,2,2
288,288,edisonn288.xlsx,GMM,5000,10,35,2:40,normal,0.1,1,500,0,288,45,21,54,70,2,54,2,2,54,12,2,51,2,2
289,289,edisonn289.xlsx,GMM,5000,10,35,2:40,normal,0.1,5,500,0,289,41,43,54,74,2,2,2,2,54,17,2,54,2,3
290,290,edisonn290.xlsx,GMM,5000,10,35,2:40,normal,0.3,1,500,0,290,48,11,54,88,2,2,2,2,54,51,2,50,2,2
291,291,edisonn291.xlsx,GMM,5000,10,35,2:40,normal,0.3,5,500,0,291,47,32,53,80,2,2,2,2,53,35,2,49,2,3
292,292,edisonn292.xlsx,GMM,5000,10,36,2:40,normal,0.1,1,500,0,292,48,19,55,68,2,55,2,2,55,37,2,55,2,2
293,293,edisonn293.xlsx,GMM,5000,10,36,2:40,normal,0.1,5,500,0,293,52,12,55,78,2,2,2,2,55,19,2,55,2,3
294,294,edisonn294.xlsx,GMM,5000,10,36,2:40,normal,0.3,1,500,0,294,53,25,55,84,2,55,2,2,55,29,2,54,2,2
295,295,edisonn295.xlsx,GMM,5000,10,36,2:40,normal,0.3,5,500,0,295,54,9,55,78,2,2,2,2,55,38,2,55,2,3
296,296,edisonn296.xlsx,GMM,5000,10,37,2:40,normal,0.1,1,500,0,296,47,32,56,62,2,48,2,2,56,12,2,56,2,2
297,297,edisonn297.xlsx,GMM,5000,10,37,2:40,normal,0.1,5,500,0,297,48,24,56,74,24,56,50,3,56,2,42,56,56,46
298,298,edisonn298.xlsx,GMM,5000,10,37,2:40,normal,0.3,1,500,0,298,52,31,55,70,2,47,2,2,56,19,2,55,2,2
299,299,edisonn299.xlsx,GMM,5000,10,37,2:40,normal,0.3,5,500,0,299,52,25,56,70,2,2,2,2,56,52,2,52,2,2
300,300,edisonn300.xlsx,GMM,5000,10,38,2:40,normal,0.1,1,500,0,300,50,15,57,74,2,54,2,2,57,26,2,57,2,2
301,301,edisonn301.xlsx,GMM,5000,10,38,2:40,normal,0.1,5,500,0,301,55,12,57,100,2,57,2,2,57,34,2,57,2,3
302,302,edisonn302.xlsx,GMM,5000,10,38,2:40,normal,0.3,1,500,0,302,55,19,57,70,2,2,2,2,57,19,2,57,2,2
303,303,edisonn303.xlsx,GMM,5000,10,38,2:40,normal,0.3,5,500,0,303,51,12,57,84,2,57,2,2,57,29,2,51,2,3
304,304,edisonn304.xlsx,GMM,5000,10,39,2:40,normal,0.1,1,500,0,304,48,22,58,74,2,2,2,2,58,39,2,58,2,2
305,305,edisonn305.xlsx,GMM,5000,10,39,2:40,normal,0.1,5,500,0,305,54,9,58,74,2,2,2,2,58,38,2,55,2,4
306,306,edisonn306.xlsx,GMM,5000,10,39,2:40,normal,0.3,1,500,0,306,57,13,58,96,2,2,2,2,58,55,2,57,2,2
307,307,edisonn307.xlsx,GMM,5000,10,39,2:40,normal,0.3,5,500,0,307,57,42,58,82,2,2,2,2,58,25,2,56,2,2
308,308,edisonn308.xlsx,GMM,5000,10,40,2:40,normal,0.1,1,500,0,308,56,17,59,72,2,59,2,2,59,32,2,59,2,2
309,309,edisonn309.xlsx,GMM,5000,10,40,2:40,normal,0.1,5,500,0,309,50,14,59,86,2,59,2,2,59,37,2,58,2,4
310,310,edisonn310.xlsx,GMM,5000,10,40,2:40,normal,0.3,1,500,0,310,55,17,58,82,2,58,2,2,58,36,2,58,2,2
311,311,edisonn311.xlsx,GMM,5000,10,40,2:40,normal,0.3,5,500,0,311,55,21,58,94,2,2,2,2,59,29,2,58,2,4
312,312,edisonn312.xlsx,GMM,5000,20,2,2:40,normal,0.1,1,500,0,312,12,3,21,4,3,3,3,3,7,19,3,3,7,3
313,313,edisonn313.xlsx,GMM,5000,20,2,2:40,normal,0.1,5,500,0,313,3,3,19,4,3,2,3,2,21,3,2,3,2,3
314,314,edisonn314.xlsx,GMM,5000,20,2,2:40,normal,0.3,1,500,0,314,3,4,20,34,3,3,3,3,3,19,3,3,3,6
315,315,edisonn315.xlsx,GMM,5000,20,2,2:40,normal,0.3,5,500,0,315,8,3,21,4,3,2,3,2,9,10,2,3,2,11
316,316,edisonn316.xlsx,GMM,5000,20,3,2:40,normal,0.1,1,500,0,316,14,4,22,6,4,4,4,3,10,21,4,4,10,12
317,317,edisonn317.xlsx,GMM,5000,20,3,2:40,normal,0.1,5,500,0,317,4,4,22,6,4,4,4,3,22,2,4,4,3,4
318,318,edisonn318.xlsx,GMM,5000,20,3,2:40,normal,0.3,1,500,0,318,18,7,19,12,4,4,4,3,4,22,4,4,4,6
319,319,edisonn319.xlsx,GMM,5000,20,3,2:40,normal,0.3,5,500,0,319,4,4,21,6,4,4,4,3,22,2,4,4,21,4
320,320,edisonn320.xlsx,GMM,5000,20,4,2:40,normal,0.1,1,500,0,320,16,5,22,8,5,4,5,4,8,2,4,5,8,2
321,321,edisonn321.xlsx,GMM,5000,20,4,2:40,normal,0.1,5,500,0,321,5,5,23,8,5,4,5,3,22,2,5,5,22,4
322,322,edisonn322.xlsx,GMM,5000,20,4,2:40,normal,0.3,1,500,0,322,13,12,22,12,4,4,4,4,5,23,4,4,4,8
323,323,edisonn323.xlsx,GMM,5000,20,4,2:40,normal,0.3,5,500,0,323,5,5,20,8,5,4,5,2,23,3,5,5,2,4
324,324,edisonn324.xlsx,GMM,5000,20,5,2:40,normal,0.1,1,500,0,324,20,5,24,8,5,2,8,2,18,20,2,8,2,14
325,325,edisonn325.xlsx,GMM,5000,20,5,2:40,normal,0.1,5,500,0,325,7,5,23,12,5,5,7,3,24,2,5,7,23,6
326,326,edisonn326.xlsx,GMM,5000,20,5,2:40,normal,0.3,1,500,0,326,12,6,24,10,6,2,6,2,8,24,2,6,2,12
327,327,edisonn327.xlsx,GMM,5000,20,5,2:40,normal,0.3,5,500,0,327,6,6,24,10,6,6,6,3,24,2,6,6,24,6
328,328,edisonn328.xlsx,GMM,5000,20,6,2:40,normal,0.1,1,500,0,328,7,7,24,12,7,7,7,3,24,2,7,7,24,2
329,329,edisonn329.xlsx,GMM,5000,20,6,2:40,normal,0.1,5,500,0,329,8,6,24,10,6,6,8,2,25,3,2,8,2,3
330,330,edisonn330.xlsx,GMM,5000,20,6,2:40,normal,0.3,1,500,0,330,14,7,23,12,7,7,7,4,10,2,7,7,10,15
331,331,edisonn331.xlsx,GMM,5000,20,6,2:40,normal,0.3,5,500,0,331,8,6,25,10,6,6,8,2,25,3,2,8,2,7
332,332,edisonn332.xlsx,GMM,5000,20,7,2:40,normal,0.1,1,500,0,332,8,8,26,14,8,8,8,3,19,2,8,8,19,3
333,333,edisonn333.xlsx,GMM,5000,20,7,2:40,normal,0.1,5,500,0,333,8,8,24,14,8,8,8,2,26,3,2,8,2,3
334,334,edisonn334.xlsx,GMM,5000,20,7,2:40,normal,0.3,1,500,0,334,19,7,26,16,7,2,9,2,13,25,2,7,2,16
335,335,edisonn335.xlsx,GMM,5000,20,7,2:40,normal,0.3,5,500,0,335,8,8,25,14,8,8,8,2,24,3,2,8,2,3
336,336,edisonn336.xlsx,GMM,5000,20,8,2:40,normal,0.1,1,500,0,336,10,7,27,18,7,27,10,4,27,3,7,10,27,2
337,337,edisonn337.xlsx,GMM,5000,20,8,2:40,normal,0.1,5,500,0,337,12,8,26,14,8,8,8,3,26,2,8,8,26,3
338,338,edisonn338.xlsx,GMM,5000,20,8,2:40,normal,0.3,1,500,0,338,9,10,27,16,9,9,9,3,12,2,9,9,12,2
339,339,edisonn339.xlsx,GMM,5000,20,8,2:40,normal,0.3,5,500,0,339,10,8,26,14,8,8,10,4,25,2,8,8,25,3
340,340,edisonn340.xlsx,GMM,5000,20,9,2:40,normal,0.1,1,500,0,340,14,11,28,20,8,11,11,3,28,2,8,11,28,2
341,341,edisonn341.xlsx,GMM,5000,20,9,2:40,normal,0.1,5,500,0,341,11,8,28,20,8,26,11,3,28,6,8,11,26,10
342,342,edisonn342.xlsx,GMM,5000,20,9,2:40,normal,0.3,1,500,0,342,20,7,28,22,2,2,12,2,18,27,2,12,2,18
343,343,edisonn343.xlsx,GMM,5000,20,9,2:40,normal,0.3,5,500,0,343,11,9,28,16,9,9,11,4,28,3,9,28,28,10
344,344,edisonn344.xlsx,GMM,5000,20,10,2:40,normal,0.1,1,500,0,344,12,10,29,18,10,9,12,2,27,5,2,10,2,2
345,345,edisonn345.xlsx,GMM,5000,20,10,2:40,normal,0.1,5,500,0,345,11,11,28,20,11,11,11,2,29,5,11,11,2,3
346,346,edisonn346.xlsx,GMM,5000,20,10,2:40,normal,0.3,1,500,0,346,19,9,28,16,9,17,13,2,29,26,2,13,2,19
347,347,edisonn347.xlsx,GMM,5000,20,10,2:40,normal,0.3,5,500,0,347,13,11,29,18,10,10,13,2,29,5,2,23,2,3
348,348,edisonn348.xlsx,GMM,5000,20,11,2:40,normal,0.1,1,500,0,348,16,8,30,24,8,30,15,2,30,3,2,19,2,3
349,349,edisonn349.xlsx,GMM,5000,20,11,2:40,normal,0.1,5,500,0,349,12,13,30,22,12,12,12,2,30,6,12,12,2,12
350,350,edisonn350.xlsx,GMM,5000,20,11,2:40,normal,0.3,1,500,0,350,15,11,30,20,11,16,13,2,19,26,2,11,2,20
351,351,edisonn351.xlsx,GMM,5000,20,11,2:40,normal,0.3,5,500,0,351,24,10,30,18,10,10,15,2,30,5,2,27,2,8
352,352,edisonn352.xlsx,GMM,5000,20,12,2:40,normal,0.1,1,500,0,352,14,12,31,22,12,12,14,3,31,6,12,12,31,2
353,353,edisonn353.xlsx,GMM,5000,20,12,2:40,normal,0.1,5,500,0,353,26,9,31,24,2,31,16,2,29,10,2,23,2,12
354,354,edisonn354.xlsx,GMM,5000,20,12,2:40,normal,0.3,1,500,0,354,14,16,28,26,12,14,12,3,23,31,12,12,23,2
355,355,edisonn355.xlsx,GMM,5000,20,12,2:40,normal,0.3,5,500,0,355,16,12,30,22,12,30,15,2,31,6,2,12,2,12
356,356,edisonn356.xlsx,GMM,5000,20,13,2:40,normal,0.1,1,500,0,356,17,9,30,32,9,30,17,2,32,4,2,30,2,2
357,357,edisonn357.xlsx,GMM,5000,20,13,2:40,normal,0.1,5,500,0,357,14,15,32,26,14,14,14,2,32,5,2,14,2,5
358,358,edisonn358.xlsx,GMM,5000,20,13,2:40,normal,0.3,1,500,0,358,24,9,32,28,2,2,15,2,27,31,2,22,2,2
359,359,edisonn359.xlsx,GMM,5000,20,13,2:40,normal,0.3,5,500,0,359,14,14,32,26,14,14,14,2,32,11,2,14,2,6
360,360,edisonn360.xlsx,GMM,5000,20,14,2:40,normal,0.1,1,500,0,360,19,13,33,24,13,13,19,2,33,5,2,13,2,2
361,361,edisonn361.xlsx,GMM,5000,20,14,2:40,normal,0.1,5,500,0,361,16,13,33,24,13,2,16,2,33,5,2,32,2,17
362,362,edisonn362.xlsx,GMM,5000,20,14,2:40,normal,0.3,1,500,0,362,24,18,29,30,2,2,2,2,28,33,2,13,2,2
363,363,edisonn363.xlsx,GMM,5000,20,14,2:40,normal,0.3,5,500,0,363,18,14,32,22,12,2,18,2,33,6,2,30,2,16
364,364,edisonn364.xlsx,GMM,5000,20,15,2:40,normal,0.1,1,500,0,364,19,11,33,30,11,33,19,2,34,11,2,25,2,2
365,365,edisonn365.xlsx,GMM,5000,20,15,2:40,normal,0.1,5,500,0,365,16,14,34,26,14,14,18,3,34,2,14,14,34,20
366,366,edisonn366.xlsx,GMM,5000,20,15,2:40,normal,0.3,1,500,0,366,20,18,34,24,13,25,20,3,34,2,8,23,27,24
367,367,edisonn367.xlsx,GMM,5000,20,15,2:40,normal,0.3,5,500,0,367,18,14,34,26,14,14,18,2,34,6,2,14,2,16
368,368,edisonn368.xlsx,GMM,5000,20,16,2:40,normal,0.1,1,500,0,368,20,5,35,28,15,33,18,2,35,8,2,33,2,3
369,369,edisonn369.xlsx,GMM,5000,20,16,2:40,normal,0.1,5,500,0,369,21,15,35,26,13,2,21,2,35,7,2,32,2,5
370,370,edisonn370.xlsx,GMM,5000,20,16,2:40,normal,0.3,1,500,0,370,20,13,33,34,13,2,20,2,33,34,2,21,2,2
371,371,edisonn371.xlsx,GMM,5000,20,16,2:40,normal,0.3,5,500,0,371,19,19,35,32,2,2,19,2,35,6,2,29,2,4
372,372,edisonn372.xlsx,GMM,5000,20,17,2:40,normal,0.1,1,500,0,372,20,13,36,38,13,26,20,2,36,4,2,36,2,2
373,373,edisonn373.xlsx,GMM,5000,20,17,2:40,normal,0.1,5,500,0,373,23,12,36,34,12,36,18,3,36,2,12,32,36,8
374,374,edisonn374.xlsx,GMM,5000,20,17,2:40,normal,0.3,1,500,0,374,24,19,36,28,15,2,21,2,36,13,2,32,2,2
