index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
375,375,edisonn375.xlsx,GMM,5000,20,17,2:40,normal,0.3,5,500,0,375,30,12,35,34,12,35,18,6,35,2,31,30,35,18
376,376,edisonn376.xlsx,GMM,5000,20,18,2:40,normal,0.1,1,500,0,376,31,22,36,42,2,31,2,2,36,6,2,35,2,2
377,377,edisonn377.xlsx,GMM,5000,20,18,2:40,normal,0.1,5,500,0,377,20,20,35,38,14,35,24,3,36,2,35,35,35,6
378,378,edisonn378.xlsx,GMM,5000,20,18,2:40,normal,0.3,1,500,0,378,25,14,36,36,2,2,2,2,37,14,2,24,2,5
379,379,edisonn379.xlsx,GMM,5000,20,18,2:40,normal,0.3,5,500,0,379,23,8,37,42,2,2,22,2,37,11,2,33,2,2
380,380,edisonn380.xlsx,GMM,5000,20,19,2:40,normal,0.1,1,500,0,380,26,13,36,38,2,37,23,2,36,9,2,36,2,2
381,381,edisonn381.xlsx,GMM,5000,20,19,2:40,normal,0.1,5,500,0,381,29,12,38,32,2,38,23,2,38,5,2,38,2,27
382,382,edisonn382.xlsx,GMM,5000,20,19,2:40,normal,0.3,1,500,0,382,22,18,38,34,18,2,2,2,38,10,2,18,2,2
383,383,edisonn383.xlsx,GMM,5000,20,19,2:40,normal,0.3,5,500,0,383,24,9,38,42,2,33,24,2,38,6,2,38,2,26
384,384,edisonn384.xlsx,GMM,5000,20,20,2:40,normal,0.1,1,500,0,384,24,16,39,46,16,39,24,2,39,9,2,39,2,2
385,385,edisonn385.xlsx,GMM,5000,20,20,2:40,normal,0.1,5,500,0,385,20,20,39,38,17,20,25,2,38,10,2,20,2,4
386,386,edisonn386.xlsx,GMM,5000,20,20,2:40,normal,0.3,1,500,0,386,25,15,39,40,2,25,2,2,39,9,2,30,2,2
387,387,edisonn387.xlsx,GMM,5000,20,20,2:40,normal,0.3,5,500,0,387,25,17,38,44,17,2,23,2,38,11,2,38,2,4
388,388,edisonn388.xlsx,GMM,5000,20,21,2:40,normal,0.1,1,500,0,388,29,18,40,34,18,31,2,2,40,6,2,40,2,3
389,389,edisonn389.xlsx,GMM,5000,20,21,2:40,normal,0.1,5,500,0,389,26,20,39,38,19,19,26,2,39,11,2,20,2,27
390,390,edisonn390.xlsx,GMM,5000,20,21,2:40,normal,0.3,1,500,0,390,27,24,40,46,2,40,2,2,39,10,2,40,2,2
391,391,edisonn391.xlsx,GMM,5000,20,21,2:40,normal,0.3,5,500,0,391,25,26,39,36,18,19,25,2,39,10,2,39,2,22
392,392,edisonn392.xlsx,GMM,5000,20,22,2:40,normal,0.1,1,500,0,392,28,16,40,42,16,39,27,3,41,2,37,37,39,5
393,393,edisonn393.xlsx,GMM,5000,20,22,2:40,normal,0.1,5,500,0,393,30,19,41,36,2,41,2,2,41,8,2,33,2,25
394,394,edisonn394.xlsx,GMM,5000,20,22,2:40,normal,0.3,1,500,0,394,31,13,41,40,2,41,2,2,41,11,2,32,2,2
395,395,edisonn395.xlsx,GMM,5000,20,22,2:40,normal,0.3,5,500,0,395,24,20,41,46,2,36,2,2,41,10,2,38,2,29
396,396,edisonn396.xlsx,GMM,5000,20,23,2:40,normal,0.1,1,500,0,396,29,17,42,42,2,42,29,2,42,7,2,42,2,4
397,397,edisonn397.xlsx,GMM,5000,20,23,2:40,normal,0.1,5,500,0,397,30,16,42,48,16,32,2,2,42,8,2,42,2,4
398,398,edisonn398.xlsx,GMM,5000,20,23,2:40,normal,0.3,1,500,0,398,27,30,42,40,2,38,2,2,42,10,2,38,2,4
399,399,edisonn399.xlsx,GMM,5000,20,23,2:40,normal,0.3,5,500,0,399,27,27,42,52,2,42,2,2,42,10,2,36,2,4
400,400,edisonn400.xlsx,GMM,5000,20,24,2:40,normal,0.1,1,500,0,400,34,12,43,40,2,38,2,2,43,8,2,36,2,2
401,401,edisonn401.xlsx,GMM,5000,20,24,2:40,normal,0.1,5,500,0,401,29,27,43,48,2,33,2,2,43,9,2,43,2,17
402,402,edisonn402.xlsx,GMM,5000,20,24,2:40,normal,0.3,1,500,0,402,41,14,43,38,20,37,2,2,43,10,2,37,2,2
403,403,edisonn403.xlsx,GMM,5000,20,24,2:40,normal,0.3,5,500,0,403,29,24,43,56,2,2,2,2,43,9,2,39,2,2
404,404,edisonn404.xlsx,GMM,5000,20,25,2:40,normal,0.1,1,500,0,404,38,11,43,50,2,43,2,2,44,13,2,36,2,4
405,405,edisonn405.xlsx,GMM,5000,20,25,2:40,normal,0.1,5,500,0,405,31,31,44,48,2,2,2,2,44,13,2,40,2,33
406,406,edisonn406.xlsx,GMM,5000,20,25,2:40,normal,0.3,1,500,0,406,42,9,43,50,2,2,2,2,44,12,2,41,2,4
407,407,edisonn407.xlsx,GMM,5000,20,25,2:40,normal,0.3,5,500,0,407,31,29,43,56,2,2,2,2,43,10,2,36,2,5
408,408,edisonn408.xlsx,GMM,5000,20,26,2:40,normal,0.1,1,500,0,408,29,13,45,56,21,40,2,2,45,15,2,29,2,3
409,409,edisonn409.xlsx,GMM,5000,20,26,2:40,normal,0.1,5,500,0,409,31,18,45,50,2,2,2,2,45,11,2,42,2,30
410,410,edisonn410.xlsx,GMM,5000,20,26,2:40,normal,0.3,1,500,0,410,44,34,45,56,2,2,2,2,45,15,2,45,2,4
411,411,edisonn411.xlsx,GMM,5000,20,26,2:40,normal,0.3,5,500,0,411,33,26,44,46,2,2,2,2,45,13,2,43,2,2
412,412,edisonn412.xlsx,GMM,5000,20,27,2:40,normal,0.1,1,500,0,412,34,17,46,62,2,43,2,2,46,14,2,36,2,3
413,413,edisonn413.xlsx,GMM,5000,20,27,2:40,normal,0.1,5,500,0,413,32,12,45,46,2,45,2,2,46,7,2,44,2,7
414,414,edisonn414.xlsx,GMM,5000,20,27,2:40,normal,0.3,1,500,0,414,30,18,45,58,2,2,2,2,45,14,2,42,2,2
415,415,edisonn415.xlsx,GMM,5000,20,27,2:40,normal,0.3,5,500,0,415,38,13,46,60,2,45,2,2,45,13,2,40,2,7
416,416,edisonn416.xlsx,GMM,5000,20,28,2:40,normal,0.1,1,500,0,416,38,19,46,56,19,46,2,2,47,14,2,46,2,4
417,417,edisonn417.xlsx,GMM,5000,20,28,2:40,normal,0.1,5,500,0,417,33,21,46,54,21,47,2,2,47,15,2,46,2,36
418,418,edisonn418.xlsx,GMM,5000,20,28,2:40,normal,0.3,1,500,0,418,33,36,47,40,21,2,2,2,47,16,2,47,2,2
419,419,edisonn419.xlsx,GMM,5000,20,28,2:40,normal,0.3,5,500,0,419,37,33,47,44,2,2,2,2,46,18,2,46,2,2
420,420,edisonn420.xlsx,GMM,5000,20,29,2:40,normal,0.1,1,500,0,420,34,15,48,62,2,48,2,2,48,6,2,44,2,3
421,421,edisonn421.xlsx,GMM,5000,20,29,2:40,normal,0.1,5,500,0,421,35,29,48,50,2,48,2,2,48,17,2,44,2,30
422,422,edisonn422.xlsx,GMM,5000,20,29,2:40,normal,0.3,1,500,0,422,34,25,48,62,2,2,2,2,48,13,2,38,2,2
423,423,edisonn423.xlsx,GMM,5000,20,29,2:40,normal,0.3,5,500,0,423,36,13,48,62,2,48,2,2,48,18,2,44,2,5
424,424,edisonn424.xlsx,GMM,5000,20,30,2:40,normal,0.1,1,500,0,424,42,25,48,48,25,48,2,2,46,19,2,43,2,4
425,425,edisonn425.xlsx,GMM,5000,20,30,2:40,normal,0.1,5,500,0,425,42,18,49,64,2,2,2,2,49,15,2,48,2,35
426,426,edisonn426.xlsx,GMM,5000,20,30,2:40,normal,0.3,1,500,0,426,36,20,49,56,2,49,2,2,49,17,2,48,2,3
427,427,edisonn427.xlsx,GMM,5000,20,30,2:40,normal,0.3,5,500,0,427,35,16,49,64,2,2,2,2,49,12,2,47,2,2
428,428,edisonn428.xlsx,GMM,5000,20,31,2:40,normal,0.1,1,500,0,428,43,6,48,70,2,48,2,2,50,14,2,46,2,5
429,429,edisonn429.xlsx,GMM,5000,20,31,2:40,normal,0.1,5,500,0,429,39,19,50,64,2,50,2,2,50,15,2,44,2,38
430,430,edisonn430.xlsx,GMM,5000,20,31,2:40,normal,0.3,1,500,0,430,50,17,50,60,2,2,2,2,50,11,2,50,2,4
431,431,edisonn431.xlsx,GMM,5000,20,31,2:40,normal,0.3,5,500,0,431,40,20,50,64,2,50,2,2,49,18,2,44,2,2
432,432,edisonn432.xlsx,GMM,5000,20,32,2:40,normal,0.1,1,500,0,432,46,12,51,54,2,51,2,2,51,12,2,51,2,4
433,433,edisonn433.xlsx,GMM,5000,20,32,2:40,normal,0.1,5,500,0,433,42,25,51,44,23,2,2,2,51,15,2,42,2,6
434,434,edisonn434.xlsx,GMM,5000,20,32,2:40,normal,0.3,1,500,0,434,43,16,51,72,2,51,2,2,51,16,2,51,2,3
435,435,edisonn435.xlsx,GMM,5000,20,32,2:40,normal,0.3,5,500,0,435,41,18,50,68,2,2,2,2,50,13,2,46,2,2
436,436,edisonn436.xlsx,GMM,5000,20,33,2:40,normal,0.1,1,500,0,436,40,32,52,78,2,52,2,2,52,17,2,51,2,2
437,437,edisonn437.xlsx,GMM,5000,20,33,2:40,normal,0.1,5,500,0,437,36,32,51,70,2,51,2,2,52,16,2,47,2,40
438,438,edisonn438.xlsx,GMM,5000,20,33,2:40,normal,0.3,1,500,0,438,43,31,52,60,2,2,2,2,52,18,2,46,2,5
439,439,edisonn439.xlsx,GMM,5000,20,33,2:40,normal,0.3,5,500,0,439,47,27,52,52,2,2,2,2,52,12,2,52,2,2
440,440,edisonn440.xlsx,GMM,5000,20,34,2:40,normal,0.1,1,500,0,440,38,40,52,68,2,49,2,2,53,12,2,48,2,2
441,441,edisonn441.xlsx,GMM,5000,20,34,2:40,normal,0.1,5,500,0,441,42,25,52,72,2,53,2,2,53,19,2,46,2,40
442,442,edisonn442.xlsx,GMM,5000,20,34,2:40,normal,0.3,1,500,0,442,42,18,53,76,2,53,2,2,53,18,2,42,2,3
443,443,edisonn443.xlsx,GMM,5000,20,34,2:40,normal,0.3,5,500,0,443,40,31,53,80,2,53,2,2,53,20,2,52,2,2
444,444,edisonn444.xlsx,GMM,5000,20,35,2:40,normal,0.1,1,500,0,444,48,24,54,54,2,48,2,2,53,24,2,48,2,4
445,445,edisonn445.xlsx,GMM,5000,20,35,2:40,normal,0.1,5,500,0,445,49,39,54,62,2,2,2,2,54,17,2,50,2,41
446,446,edisonn446.xlsx,GMM,5000,20,35,2:40,normal,0.3,1,500,0,446,52,12,53,86,2,53,2,2,54,18,2,53,2,2
447,447,edisonn447.xlsx,GMM,5000,20,35,2:40,normal,0.3,5,500,0,447,47,4,53,62,2,2,2,2,53,24,2,53,2,41
448,448,edisonn448.xlsx,GMM,5000,20,36,2:40,normal,0.1,1,500,0,448,45,24,55,88,2,55,2,2,55,9,2,55,2,5
449,449,edisonn449.xlsx,GMM,5000,20,36,2:40,normal,0.1,5,500,0,449,51,28,55,80,2,55,2,2,55,12,2,51,2,6
450,450,edisonn450.xlsx,GMM,5000,20,36,2:40,normal,0.3,1,500,0,450,44,15,55,54,2,55,2,2,55,16,2,55,2,4
451,451,edisonn451.xlsx,GMM,5000,20,36,2:40,normal,0.3,5,500,0,451,48,18,54,78,2,54,2,2,55,23,2,54,2,2
452,452,edisonn452.xlsx,GMM,5000,20,37,2:40,normal,0.1,1,500,0,452,48,19,56,82,2,55,2,2,56,13,2,55,2,5
453,453,edisonn453.xlsx,GMM,5000,20,37,2:40,normal,0.1,5,500,0,453,55,7,56,68,2,56,2,2,56,14,2,56,2,44
454,454,edisonn454.xlsx,GMM,5000,20,37,2:40,normal,0.3,1,500,0,454,42,42,56,82,2,2,2,2,56,20,2,56,2,5
455,455,edisonn455.xlsx,GMM,5000,20,37,2:40,normal,0.3,5,500,0,455,45,18,56,74,2,56,2,2,56,23,2,46,2,2
456,456,edisonn456.xlsx,GMM,5000,20,38,2:40,normal,0.1,1,500,0,456,55,39,57,76,2,57,2,2,57,9,2,52,2,6
457,457,edisonn457.xlsx,GMM,5000,20,38,2:40,normal,0.1,5,500,0,457,53,41,57,80,2,2,2,2,57,18,2,54,2,2
458,458,edisonn458.xlsx,GMM,5000,20,38,2:40,normal,0.3,1,500,0,458,46,36,57,80,2,54,2,2,57,18,2,56,2,5
459,459,edisonn459.xlsx,GMM,5000,20,38,2:40,normal,0.3,5,500,0,459,46,6,57,86,2,2,2,2,57,19,2,57,2,2
460,460,edisonn460.xlsx,GMM,5000,20,39,2:40,normal,0.1,1,500,0,460,53,13,57,84,2,2,2,2,58,21,2,55,2,2
461,461,edisonn461.xlsx,GMM,5000,20,39,2:40,normal,0.1,5,500,0,461,53,36,58,76,2,2,2,2,58,18,2,55,2,47
462,462,edisonn462.xlsx,GMM,5000,20,39,2:40,normal,0.3,1,500,0,462,53,28,56,78,2,2,2,2,58,31,2,51,2,2
463,463,edisonn463.xlsx,GMM,5000,20,39,2:40,normal,0.3,5,500,0,463,43,34,58,88,2,2,2,2,58,22,2,58,2,7
464,464,edisonn464.xlsx,GMM,5000,20,40,2:40,normal,0.1,1,500,0,464,48,28,58,82,2,55,2,2,58,16,2,55,2,4
465,465,edisonn465.xlsx,GMM,5000,20,40,2:40,normal,0.1,5,500,0,465,59,13,58,78,2,58,2,2,58,15,2,57,2,7
466,466,edisonn466.xlsx,GMM,5000,20,40,2:40,normal,0.3,1,500,0,466,54,32,58,80,2,58,2,2,58,25,2,58,2,4
467,467,edisonn467.xlsx,GMM,5000,20,40,2:40,normal,0.3,5,500,0,467,55,20,56,76,2,56,2,2,58,20,2,56,2,7
468,468,edisonn468.xlsx,GMM,5000,40,2,2:40,normal,0.1,1,500,0,468,15,3,20,4,3,3,3,3,11,2,3,3,11,11
469,469,edisonn469.xlsx,GMM,5000,40,2,2:40,normal,0.1,5,500,0,469,3,3,21,4,3,2,3,2,21,3,2,3,2,3
470,470,edisonn470.xlsx,GMM,5000,40,2,2:40,normal,0.3,1,500,0,470,3,5,21,12,3,3,3,3,3,19,3,3,3,5
471,471,edisonn471.xlsx,GMM,5000,40,2,2:40,normal,0.3,5,500,0,471,3,3,21,4,3,2,3,2,20,3,2,3,2,3
472,472,edisonn472.xlsx,GMM,5000,40,3,2:40,normal,0.1,1,500,0,472,11,3,22,8,3,7,5,2,9,13,2,9,2,11
473,473,edisonn473.xlsx,GMM,5000,40,3,2:40,normal,0.1,5,500,0,473,4,4,22,6,4,4,4,2,21,3,4,4,2,4
474,474,edisonn474.xlsx,GMM,5000,40,3,2:40,normal,0.3,1,500,0,474,4,4,22,30,4,2,4,2,5,22,2,4,2,7
475,475,edisonn475.xlsx,GMM,5000,40,3,2:40,normal,0.3,5,500,0,475,4,4,22,6,4,4,4,2,22,3,4,4,2,4
476,476,edisonn476.xlsx,GMM,5000,40,4,2:40,normal,0.1,1,500,0,476,12,4,22,10,4,4,6,4,13,2,4,12,13,12
477,477,edisonn477.xlsx,GMM,5000,40,4,2:40,normal,0.1,5,500,0,477,5,5,23,8,5,5,5,2,23,3,5,5,2,5
478,478,edisonn478.xlsx,GMM,5000,40,4,2:40,normal,0.3,1,500,0,478,6,6,23,32,4,4,4,4,7,22,4,4,4,7
479,479,edisonn479.xlsx,GMM,5000,40,4,2:40,normal,0.3,5,500,0,479,5,5,23,8,5,5,5,2,23,3,5,5,2,5
480,480,edisonn480.xlsx,GMM,5000,40,5,2:40,normal,0.1,1,500,0,480,6,6,24,10,6,6,6,3,24,2,6,6,24,14
481,481,edisonn481.xlsx,GMM,5000,40,5,2:40,normal,0.1,5,500,0,481,6,6,23,10,6,6,6,3,23,2,6,6,23,6
482,482,edisonn482.xlsx,GMM,5000,40,5,2:40,normal,0.3,1,500,0,482,9,6,22,10,6,7,6,3,7,2,6,6,7,13
483,483,edisonn483.xlsx,GMM,5000,40,5,2:40,normal,0.3,5,500,0,483,6,6,24,10,6,6,6,3,24,2,6,6,24,6
484,484,edisonn484.xlsx,GMM,5000,40,6,2:40,normal,0.1,1,500,0,484,7,7,25,12,7,7,7,3,18,2,7,7,18,3
485,485,edisonn485.xlsx,GMM,5000,40,6,2:40,normal,0.1,5,500,0,485,8,6,25,10,6,25,8,2,25,3,2,8,2,7
486,486,edisonn486.xlsx,GMM,5000,40,6,2:40,normal,0.3,1,500,0,486,7,7,25,12,7,7,7,3,8,2,7,7,8,11
487,487,edisonn487.xlsx,GMM,5000,40,6,2:40,normal,0.3,5,500,0,487,8,6,25,10,6,25,8,2,24,3,2,21,2,7
488,488,edisonn488.xlsx,GMM,5000,40,7,2:40,normal,0.1,1,500,0,488,8,9,26,14,8,8,8,3,26,2,8,8,26,3
489,489,edisonn489.xlsx,GMM,5000,40,7,2:40,normal,0.1,5,500,0,489,8,8,26,14,8,8,8,2,26,4,2,8,2,8
490,490,edisonn490.xlsx,GMM,5000,40,7,2:40,normal,0.3,1,500,0,490,9,7,23,12,7,2,9,2,13,26,2,7,2,16
491,491,edisonn491.xlsx,GMM,5000,40,7,2:40,normal,0.3,5,500,0,491,11,7,26,12,6,2,10,2,26,6,2,25,2,8
492,492,edisonn492.xlsx,GMM,5000,40,8,2:40,normal,0.1,1,500,0,492,23,9,27,12,7,25,12,2,25,3,2,25,2,4
493,493,edisonn493.xlsx,GMM,5000,40,8,2:40,normal,0.1,5,500,0,493,10,8,26,14,8,26,10,5,25,2,8,27,25,9
494,494,edisonn494.xlsx,GMM,5000,40,8,2:40,normal,0.3,1,500,0,494,15,9,27,14,8,2,8,2,15,27,2,8,2,2
495,495,edisonn495.xlsx,GMM,5000,40,8,2:40,normal,0.3,5,500,0,495,11,7,27,18,7,27,10,3,27,2,7,27,27,9
496,496,edisonn496.xlsx,GMM,5000,40,9,2:40,normal,0.1,1,500,0,496,10,10,28,18,10,25,10,3,28,2,10,10,28,5
497,497,edisonn497.xlsx,GMM,5000,40,9,2:40,normal,0.1,5,500,0,497,10,10,27,18,10,10,10,3,28,2,10,10,28,10
498,498,edisonn498.xlsx,GMM,5000,40,9,2:40,normal,0.3,1,500,0,498,27,6,28,24,5,11,13,3,17,2,6,10,17,18
499,499,edisonn499.xlsx,GMM,5000,40,9,2:40,normal,0.3,5,500,0,499,10,10,28,18,10,10,10,4,28,2,10,10,28,10
500,500,edisonn500.xlsx,GMM,5000,40,10,2:40,normal,0.1,1,500,0,500,11,11,28,20,11,11,11,2,29,4,11,11,2,11
501,501,edisonn501.xlsx,GMM,5000,40,10,2:40,normal,0.1,5,500,0,501,13,9,29,22,9,2,12,2,29,6,2,28,2,11
502,502,edisonn502.xlsx,GMM,5000,40,10,2:40,normal,0.3,1,500,0,502,19,13,28,18,10,2,13,2,16,29,2,10,2,17
503,503,edisonn503.xlsx,GMM,5000,40,10,2:40,normal,0.3,5,500,0,503,13,9,29,16,9,2,13,2,29,4,2,25,2,11
504,504,edisonn504.xlsx,GMM,5000,40,11,2:40,normal,0.1,1,500,0,504,16,10,28,22,9,19,14,2,29,4,2,19,2,13
505,505,edisonn505.xlsx,GMM,5000,40,11,2:40,normal,0.1,5,500,0,505,12,12,30,22,12,12,12,2,30,6,12,12,2,14
506,506,edisonn506.xlsx,GMM,5000,40,11,2:40,normal,0.3,1,500,0,506,14,12,28,26,2,2,14,2,23,30,2,14,2,20
507,507,edisonn507.xlsx,GMM,5000,40,11,2:40,normal,0.3,5,500,0,507,13,9,30,24,2,2,13,2,30,6,2,30,2,14
508,508,edisonn508.xlsx,GMM,5000,40,12,2:40,normal,0.1,1,500,0,508,14,16,31,22,12,12,14,2,31,4,12,12,2,13
509,509,edisonn509.xlsx,GMM,5000,40,12,2:40,normal,0.1,5,500,0,509,14,12,29,22,12,14,14,2,29,5,2,12,2,13
510,510,edisonn510.xlsx,GMM,5000,40,12,2:40,normal,0.3,1,500,0,510,16,11,29,24,2,18,13,2,22,30,2,18,2,21
511,511,edisonn511.xlsx,GMM,5000,40,12,2:40,normal,0.3,5,500,0,511,13,14,31,24,13,13,13,2,30,6,13,13,2,13
512,512,edisonn512.xlsx,GMM,5000,40,13,2:40,normal,0.1,1,500,0,512,18,12,32,22,12,21,17,2,32,6,12,12,2,14
513,513,edisonn513.xlsx,GMM,5000,40,13,2:40,normal,0.1,5,500,0,513,14,14,30,26,14,14,14,2,30,5,14,14,2,14
514,514,edisonn514.xlsx,GMM,5000,40,13,2:40,normal,0.3,1,500,0,514,15,5,30,28,2,22,15,2,31,8,2,15,2,22
515,515,edisonn515.xlsx,GMM,5000,40,13,2:40,normal,0.3,5,500,0,515,14,14,29,26,14,14,14,2,31,5,14,14,2,14
516,516,edisonn516.xlsx,GMM,5000,40,14,2:40,normal,0.1,1,500,0,516,16,14,33,26,14,14,16,2,33,7,14,14,2,15
517,517,edisonn517.xlsx,GMM,5000,40,14,2:40,normal,0.1,5,500,0,517,17,12,32,28,2,32,17,2,32,6,2,27,2,14
518,518,edisonn518.xlsx,GMM,5000,40,14,2:40,normal,0.3,1,500,0,518,28,14,32,26,2,14,14,2,32,6,2,14,2,2
519,519,edisonn519.xlsx,GMM,5000,40,14,2:40,normal,0.3,5,500,0,519,19,14,32,26,14,32,19,2,33,5,2,14,2,15
520,520,edisonn520.xlsx,GMM,5000,40,15,2:40,normal,0.1,1,500,0,520,19,14,34,26,12,31,19,3,34,2,14,14,34,16
521,521,edisonn521.xlsx,GMM,5000,40,15,2:40,normal,0.1,5,500,0,521,16,16,32,30,16,15,16,3,34,2,15,16,34,22
522,522,edisonn522.xlsx,GMM,5000,40,15,2:40,normal,0.3,1,500,0,522,21,9,33,28,2,2,2,2,32,6,2,28,2,2
523,523,edisonn523.xlsx,GMM,5000,40,15,2:40,normal,0.3,5,500,0,523,25,4,34,26,12,33,20,3,33,2,12,28,33,21
524,524,edisonn524.xlsx,GMM,5000,40,16,2:40,normal,0.1,1,500,0,524,18,14,35,34,14,20,18,2,35,6,2,32,2,17
525,525,edisonn525.xlsx,GMM,5000,40,16,2:40,normal,0.1,5,500,0,525,17,14,34,32,2,34,19,2,35,5,2,34,2,25
526,526,edisonn526.xlsx,GMM,5000,40,16,2:40,normal,0.3,1,500,0,526,26,14,32,26,2,32,19,2,31,35,2,32,2,25
527,527,edisonn527.xlsx,GMM,5000,40,16,2:40,normal,0.3,5,500,0,527,22,17,35,32,2,35,19,2,35,5,2,33,2,17
528,528,edisonn528.xlsx,GMM,5000,40,17,2:40,normal,0.1,1,500,0,528,22,16,34,30,16,32,22,2,34,4,2,31,2,18
529,529,edisonn529.xlsx,GMM,5000,40,17,2:40,normal,0.1,5,500,0,529,19,20,34,32,17,17,19,2,35,5,2,17,2,21
530,530,edisonn530.xlsx,GMM,5000,40,17,2:40,normal,0.3,1,500,0,530,21,21,35,34,2,30,2,2,35,5,2,30,2,2
531,531,edisonn531.xlsx,GMM,5000,40,17,2:40,normal,0.3,5,500,0,531,18,12,36,34,18,18,18,2,36,6,18,18,2,23
532,532,edisonn532.xlsx,GMM,5000,40,18,2:40,normal,0.1,1,500,0,532,22,23,37,34,2,32,22,2,37,7,2,27,2,2
533,533,edisonn533.xlsx,GMM,5000,40,18,2:40,normal,0.1,5,500,0,533,19,24,37,36,2,24,2,2,37,9,2,27,2,25
534,534,edisonn534.xlsx,GMM,5000,40,18,2:40,normal,0.3,1,500,0,534,18,18,37,34,18,18,2,2,37,10,2,18,2,2
535,535,edisonn535.xlsx,GMM,5000,40,18,2:40,normal,0.3,5,500,0,535,22,17,37,32,17,30,2,2,37,9,2,17,2,23
536,536,edisonn536.xlsx,GMM,5000,40,19,2:40,normal,0.1,1,500,0,536,30,22,38,40,15,28,2,2,38,8,2,38,2,2
537,537,edisonn537.xlsx,GMM,5000,40,19,2:40,normal,0.1,5,500,0,537,27,14,38,34,18,18,2,2,38,9,2,37,2,26
538,538,edisonn538.xlsx,GMM,5000,40,19,2:40,normal,0.3,1,500,0,538,25,12,38,36,2,29,2,2,38,6,2,32,2,2
539,539,edisonn539.xlsx,GMM,5000,40,19,2:40,normal,0.3,5,500,0,539,22,17,38,32,17,23,2,2,38,10,2,28,2,20
540,540,edisonn540.xlsx,GMM,5000,40,20,2:40,normal,0.1,1,500,0,540,23,15,39,40,2,39,23,2,39,7,2,37,2,21
541,541,edisonn541.xlsx,GMM,5000,40,20,2:40,normal,0.1,5,500,0,541,24,18,37,40,17,37,2,2,39,7,2,29,2,27
542,542,edisonn542.xlsx,GMM,5000,40,20,2:40,normal,0.3,1,500,0,542,25,19,38,36,15,25,2,2,39,9,2,19,2,2
543,543,edisonn543.xlsx,GMM,5000,40,20,2:40,normal,0.3,5,500,0,543,25,25,39,44,2,37,2,2,39,9,2,31,2,2
544,544,edisonn544.xlsx,GMM,5000,40,21,2:40,normal,0.1,1,500,0,544,25,26,40,38,20,20,2,2,39,11,2,20,2,25
545,545,edisonn545.xlsx,GMM,5000,40,21,2:40,normal,0.1,5,500,0,545,24,19,40,46,2,40,2,2,40,8,2,39,2,30
546,546,edisonn546.xlsx,GMM,5000,40,21,2:40,normal,0.3,1,500,0,546,25,17,38,32,2,2,2,2,39,6,2,36,2,2
547,547,edisonn547.xlsx,GMM,5000,40,21,2:40,normal,0.3,5,500,0,547,26,5,40,46,2,40,2,2,40,6,2,38,2,23
548,548,edisonn548.xlsx,GMM,5000,40,22,2:40,normal,0.1,1,500,0,548,25,5,41,44,2,41,2,2,41,10,2,40,2,2
549,549,edisonn549.xlsx,GMM,5000,40,22,2:40,normal,0.1,5,500,0,549,27,27,41,42,2,41,2,2,41,7,2,41,2,30
550,550,edisonn550.xlsx,GMM,5000,40,22,2:40,normal,0.3,1,500,0,550,29,23,41,44,2,41,2,2,41,9,2,40,2,2
551,551,edisonn551.xlsx,GMM,5000,40,22,2:40,normal,0.3,5,500,0,551,28,21,41,40,2,41,2,2,40,6,2,41,2,30
552,552,edisonn552.xlsx,GMM,5000,40,23,2:40,normal,0.1,1,500,0,552,29,16,41,56,2,32,2,2,42,10,2,41,2,2
553,553,edisonn553.xlsx,GMM,5000,40,23,2:40,normal,0.1,5,500,0,553,25,25,42,44,2,42,2,2,42,7,2,42,2,32
554,554,edisonn554.xlsx,GMM,5000,40,23,2:40,normal,0.3,1,500,0,554,28,23,42,44,2,42,2,2,42,7,2,35,2,2
555,555,edisonn555.xlsx,GMM,5000,40,23,2:40,normal,0.3,5,500,0,555,26,11,42,46,2,42,2,2,42,10,2,42,2,2
556,556,edisonn556.xlsx,GMM,5000,40,24,2:40,normal,0.1,1,500,0,556,27,28,43,52,2,43,27,2,43,10,2,43,2,2
557,557,edisonn557.xlsx,GMM,5000,40,24,2:40,normal,0.1,5,500,0,557,29,25,43,48,2,2,2,2,42,10,2,43,2,32
558,558,edisonn558.xlsx,GMM,5000,40,24,2:40,normal,0.3,1,500,0,558,25,27,43,48,25,26,2,2,43,7,25,25,2,2
559,559,edisonn559.xlsx,GMM,5000,40,24,2:40,normal,0.3,5,500,0,559,26,31,43,46,2,2,2,2,43,11,2,43,2,25
560,560,edisonn560.xlsx,GMM,5000,40,25,2:40,normal,0.1,1,500,0,560,33,24,44,46,24,24,2,2,44,6,24,24,2,2
561,561,edisonn561.xlsx,GMM,5000,40,25,2:40,normal,0.1,5,500,0,561,32,32,43,48,2,2,2,2,44,8,2,42,2,29
562,562,edisonn562.xlsx,GMM,5000,40,25,2:40,normal,0.3,1,500,0,562,29,29,43,42,2,35,2,2,43,16,2,40,2,2
563,563,edisonn563.xlsx,GMM,5000,40,25,2:40,normal,0.3,5,500,0,563,31,27,42,44,2,2,2,2,43,11,2,42,2,29
564,564,edisonn564.xlsx,GMM,5000,40,26,2:40,normal,0.1,1,500,0,564,33,26,45,50,19,45,2,2,44,10,2,45,2,2
