index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,level_0,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
660,660,edisonn660.xlsx,GMM,5000,100,11,2:40,gamma,0.1,1,500,0,660,660,0.9657014537295805,0.986980562189192,0.9491739391612692,0.9579091158875752,0.9657014537295805,0.9657014537295805,0.9657014537295805,0.22570524133111208,0.9491739391612692,0.7064830775688419,0.9657014537295805,0.9657014537295805,0.22570524133111208,1.0
661,661,edisonn661.xlsx,GMM,5000,100,11,2:40,gamma,0.1,5,500,0,661,661,0.972525268160176,0.9651724749019971,0.9491766530145352,0.9573846397387321,0.972525268160176,0.972525268160176,0.972525268160176,0.2246899259712243,0.9491766530145352,0.647106124636156,0.972525268160176,0.972525268160176,0.2246899259712243,0.985439503251518
662,662,edisonn662.xlsx,GMM,5000,100,11,2:40,gamma,0.3,1,500,0,662,662,1.0,0.9870010125635792,0.8848122032301697,0.9392456106633342,1.0,1.0,1.0,0.22570524133111208,0.8848122032301697,0.7025031561856969,1.0,1.0,0.22570524133111208,0.9709396254756312
663,663,edisonn663.xlsx,GMM,5000,100,11,2:40,gamma,0.3,5,500,0,663,663,0.9725034084995482,0.965288727664028,0.948995289773573,0.9573846397387321,0.9725034084995482,0.9725034084995482,0.9725034084995482,0.2246899259712243,0.948995289773573,0.647106124636156,0.9725034084995482,0.9725034084995482,0.2246899259712243,0.9854395032515176
664,664,edisonn664.xlsx,GMM,5000,100,12,2:40,gamma,0.1,1,500,0,664,664,0.958325206597794,0.9512916878265822,0.9519310950380968,0.9600781384355179,0.958325206597794,0.958325206597794,0.958325206597794,0.2164875500812272,0.9519310950380968,0.6650192486972089,0.958325206597794,0.958325206597794,0.2164875500812272,0.9880807556555752
665,665,edisonn665.xlsx,GMM,5000,100,12,2:40,gamma,0.1,5,500,0,665,665,0.9927935633130938,1.0000000000000002,0.952579997034776,0.9602294679977914,0.9927935633130938,0.9927935633130938,0.9927935633130938,0.2177866033358059,0.952579997034776,0.6488231688514563,0.9927935633130938,0.9927935633130938,0.2177866033358059,0.9875441869455168
666,666,edisonn666.xlsx,GMM,5000,100,12,2:40,gamma,0.3,1,500,0,666,666,0.9583328268390922,0.9756147691978603,0.9016654325988283,0.9457911739030378,0.9583328268390922,0.9583328268390922,0.9583328268390922,0.2164875500812272,0.9016654325988283,0.6736008014714986,0.9583328268390922,0.9583328268390922,0.2164875500812272,0.9757062420874216
667,667,edisonn667.xlsx,GMM,5000,100,12,2:40,gamma,0.3,5,500,0,667,667,0.9927935633130938,1.0000000000000002,0.9518496456773036,0.9602350937058605,0.9927935633130938,0.9927935633130938,0.9927935633130938,0.2177866033358059,0.9518496456773036,0.6488231688514563,0.9927935633130938,0.9927935633130938,0.2177866033358059,0.9875441869455168
668,668,edisonn668.xlsx,GMM,5000,100,13,2:40,gamma,0.1,1,500,0,668,668,0.9815968042749312,0.9894424939933231,0.9547552263993235,0.9639788292883013,0.9815968042749312,0.9815968042749312,0.9815968042749312,0.4081726420089023,0.9547552263993235,0.6533444381520348,0.9815968042749312,0.9815968042749312,0.4081726420089023,0.9715749018197928
669,669,edisonn669.xlsx,GMM,5000,100,13,2:40,gamma,0.1,5,500,0,669,669,0.9774544681841686,0.9895320181081446,0.95533128602422,0.9643027692612277,0.9774544681841686,0.9774544681841686,0.9774544681841686,0.20740477620750908,0.95533128602422,0.6665252677389633,0.9774544681841686,0.9774544681841686,0.20740477620750908,1.0
670,670,edisonn670.xlsx,GMM,5000,100,13,2:40,gamma,0.3,1,500,0,670,670,0.9881672367252873,0.9894424939933231,0.9309073930100846,0.9480767088441203,0.9894424939933231,0.9675263658682133,0.9881672367252873,0.53216512186226,0.955951456373067,0.4081726420089023,0.9894424939933231,0.9894424939933231,0.955951456373067,0.9779758933073048
671,671,edisonn671.xlsx,GMM,5000,100,13,2:40,gamma,0.3,5,500,0,671,671,0.9882758031238824,0.9895320181081446,0.9544864393556844,0.9569120867173082,0.9895320181081446,0.9681087154757425,0.9882758031238824,0.48558937977906974,0.96428731518511,0.20740477620750908,0.9895320181081446,0.9895320181081446,0.96428731518511,1.0
672,672,edisonn672.xlsx,GMM,5000,100,14,2:40,gamma,0.1,1,500,0,672,672,0.979295608619933,0.9544237759080311,0.9539932248233295,0.9562992446018366,0.9544237759080311,0.9698155836624195,0.979295608619933,0.5152701386695643,0.9651691063201383,0.20896059148469054,0.9544237759080311,0.9544237759080311,0.9651691063201383,0.987990874926464
673,673,edisonn673.xlsx,GMM,5000,100,14,2:40,gamma,0.1,5,500,0,673,673,1.0000000000000002,0.9778715095595044,0.952806952704449,0.9556762637237604,0.9778715095595044,0.9696948202826776,1.0000000000000002,0.5235335981365481,0.9645856360752283,0.4064825005605565,0.9778715095595044,0.9778715095595044,0.9645856360752283,0.97714401393092
674,674,edisonn674.xlsx,GMM,5000,100,14,2:40,gamma,0.3,1,500,0,674,674,0.980202181194222,0.9829266646376885,0.9355191265998514,0.9443607673116395,0.9829266646376885,0.9702970598387868,0.980202181194222,0.5278595340612707,0.9533882899781022,0.20896059148469054,0.9829266646376885,0.9829266646376885,0.9533882899781022,1.0000000000000004
675,675,edisonn675.xlsx,GMM,5000,100,14,2:40,gamma,0.3,5,500,0,675,675,1.0000000000000002,0.9778715095595044,0.9528626058536215,0.955725170537663,0.9778715095595044,0.9692554974714691,1.0000000000000002,0.5235335981365481,0.9647491458779947,0.2105828878593253,0.9778715095595044,0.9778715095595044,0.9647491458779947,0.97714401393092
676,676,edisonn676.xlsx,GMM,5000,100,15,2:40,gamma,0.1,1,500,0,676,676,0.9921582070917412,0.9675808700148106,0.954619897840614,0.9581723803937368,0.9675808700148106,0.9729293393747306,0.9921582070917412,0.4380707485435695,0.967854710239943,0.4189560788355876,0.9675808700148106,0.9675808700148106,0.967854710239943,0.9681176748515072
677,677,edisonn677.xlsx,GMM,5000,100,15,2:40,gamma,0.1,5,500,0,677,677,0.9914625487149993,0.9696292194753947,0.9548294471916051,0.9581994027845803,0.9696292194753947,0.9730738095051629,0.9914625487149993,0.5197551481862168,0.9677049423815081,0.20632871930689883,0.9696292194753947,0.9696292194753947,0.9677049423815081,0.977398070234564
678,678,edisonn678.xlsx,GMM,5000,100,15,2:40,gamma,0.3,1,500,0,678,678,0.9602280036019345,0.9509586153720776,0.9379346314035861,0.958777677599884,0.9509586153720776,0.972946429478107,0.9602280036019345,0.5253725366966767,0.9692226926427545,0.20633158314956562,0.9509586153720776,0.9509586153720776,0.9692226926427545,0.9752362274444396
679,679,edisonn679.xlsx,GMM,5000,100,15,2:40,gamma,0.3,5,500,0,679,679,0.9892534651958548,0.9696292194753947,0.9558813896151275,0.9589018228365354,0.9696292194753947,0.9742779517342214,0.9892534651958548,0.5197551481862168,0.967998338585954,0.20632871930689883,0.9696292194753947,0.9696292194753947,0.967998338585954,0.9774140789675518
680,680,edisonn680.xlsx,GMM,5000,100,16,2:40,gamma,0.1,1,500,0,680,680,0.9759585031260752,0.9759585031260752,0.9509064115303684,0.9555766076569602,0.9951864251332503,0.9509064115303684,0.9759585031260752,0.20912846780043184,0.9515666350625129,0.6944088157894507,0.9951864251332503,0.9951864251332503,0.20912846780043184,0.9807915025382016
681,681,edisonn681.xlsx,GMM,5000,100,16,2:40,gamma,0.1,5,500,0,681,681,0.9885376291801677,0.9885376291801677,0.9515426875897082,0.9564591684028835,0.9946005701113073,0.9515426875897082,0.9885376291801677,0.20564487182643565,0.9524503587325356,0.7229897870248572,0.9946005701113073,0.9946005701113073,0.20564487182643565,1.0000000000000002
682,682,edisonn682.xlsx,GMM,5000,100,16,2:40,gamma,0.3,1,500,0,682,682,0.9877728094091499,0.9877728094091499,0.9306055820791681,0.9455699904109955,0.9709841676139329,0.9306055820791681,0.9877728094091499,0.20912846780043184,0.9315417685079512,0.6946071708777486,0.9709841676139329,0.9709841676139329,0.20912846780043184,0.9610209557479544
683,683,edisonn683.xlsx,GMM,5000,100,16,2:40,gamma,0.3,5,500,0,683,683,0.9885376291801675,0.9885376291801675,0.9530113207679146,0.95796232564708,0.992508958993313,0.9530113207679146,0.9885376291801675,0.20564487182643565,0.9543068977981186,0.7229897870248573,0.992508958993313,0.992508958993313,0.20564487182643565,0.9829051474228324
684,684,edisonn684.xlsx,GMM,5000,100,17,2:40,gamma,0.1,1,500,0,684,684,0.9671997704658888,0.9671997704658888,0.9540049427312172,0.9588233251555071,0.9639756509409523,0.9540049427312172,0.9671997704658888,0.19995715791429214,0.9547397907359827,0.6807437142950018,0.9639756509409523,0.9639756509409523,0.19995715791429214,0.9777063157933574
685,685,edisonn685.xlsx,GMM,5000,100,17,2:40,gamma,0.1,5,500,0,685,685,0.9830781755973443,0.9830781755973443,0.9566515616355997,0.9607307124617892,0.9847040289893346,0.9566515616355997,0.9830781755973443,0.1938182442915264,0.9575410786540433,0.7016208208169987,0.9847040289893346,0.9847040289893346,0.1938182442915264,0.9680632893786544
686,686,edisonn686.xlsx,GMM,5000,100,17,2:40,gamma,0.3,1,500,0,686,686,0.9791355973212884,0.9791355973212884,0.954640580463399,0.9592174951101966,0.9673056339230639,0.954640580463399,0.9791355973212884,0.19995715791429214,0.9553429209514899,0.682643445856293,0.9673056339230639,0.9673056339230639,0.19995715791429214,0.9721526359781664
687,687,edisonn687.xlsx,GMM,5000,100,17,2:40,gamma,0.3,5,500,0,687,687,0.9830781755973443,0.9830781755973443,0.9567281187223379,0.9607307124617892,0.9847040289893346,0.9567281187223379,0.9830781755973443,0.1938182442915264,0.9575410786540433,0.7120209277895465,0.9847040289893346,0.9847040289893346,0.1938182442915264,0.9680632893786544
688,688,edisonn688.xlsx,GMM,5000,100,18,2:40,gamma,0.1,1,500,0,688,688,0.9806878006135308,0.9806878006135308,0.9560790679082014,0.961402725936969,0.9824843431157442,0.9560790679082014,0.9806878006135308,0.1955703366357728,0.9570485691242143,0.6791284956756872,0.9824843431157442,0.9824843431157442,0.1955703366357728,0.9655778764886436
689,689,edisonn689.xlsx,GMM,5000,100,18,2:40,gamma,0.1,5,500,0,689,689,0.9956870059087309,0.9956870059087309,0.9563492678517839,0.9617114380607482,0.9787980787873386,0.9563492678517839,0.9956870059087309,0.1949412237488134,0.9573808352610736,0.7077721380950289,0.9787980787873386,0.9787980787873386,0.1949412237488134,0.9783441522908516
690,690,edisonn690.xlsx,GMM,5000,100,18,2:40,gamma,0.3,1,500,0,690,690,0.9655055477697395,0.9625477190844818,0.9557386561628584,0.964146784990964,0.9625477190844818,0.9557386561628584,0.1955703366357728,0.1955703366357728,0.956707798742822,0.7628199036324756,0.1955703366357728,0.9557386561628584,0.1955703366357728,0.96510468780059
691,691,edisonn691.xlsx,GMM,5000,100,18,2:40,gamma,0.3,5,500,0,691,691,0.9655854603049369,0.9675383269039266,0.9554643781946186,0.9642816677271133,0.9675383269039266,0.9554643781946186,0.1949412237488134,0.1949412237488134,0.9563507223266026,0.8002602616963089,0.1949412237488134,0.9554643781946186,0.1949412237488134,0.9847144377071596
692,692,edisonn692.xlsx,GMM,5000,100,19,2:40,gamma,0.1,1,500,0,692,692,0.9693020399501042,0.9587757256660202,0.9590470919749212,0.9674797236578777,0.9587757256660202,0.9590470919749212,0.18893234150748597,0.18893234150748597,0.9594174048206476,0.7886408403158838,0.18893234150748597,0.9590470919749212,0.18893234150748597,0.9893534463320648
693,693,edisonn693.xlsx,GMM,5000,100,19,2:40,gamma,0.1,5,500,0,693,693,0.9693912348673199,0.9611147274959911,0.9590415959886056,0.9675476809529723,0.9611147274959911,0.9590415959886056,0.186501167455993,0.186501167455993,0.9600185625584565,0.7903708452733595,0.186501167455993,0.9590415959886056,0.186501167455993,0.9796216810540052
694,694,edisonn694.xlsx,GMM,5000,100,19,2:40,gamma,0.3,1,500,0,694,694,0.9689815294894703,0.9604388152092824,0.9503529736612071,0.9670811866991998,0.9604388152092824,0.9503529736612071,0.18893234150748597,0.18893234150748597,0.9511932069270128,0.7875992160844234,0.18893234150748597,0.9503529736612071,0.18893234150748597,0.989489564917193
695,695,edisonn695.xlsx,GMM,5000,100,19,2:40,gamma,0.3,5,500,0,695,695,0.9693912348673199,0.9611147274959909,0.9592781757978857,0.9675476809529723,0.9611147274959909,0.9592781757978857,0.186501167455993,0.186501167455993,0.9602805105390358,0.7702589897098128,0.186501167455993,0.9592781757978857,0.186501167455993,0.9839708793601948
696,696,edisonn696.xlsx,GMM,5000,100,20,2:40,gamma,0.1,1,500,0,696,696,0.9706966633162812,0.9354483782567947,0.9591541223295171,0.9690143986305394,0.9354483782567947,0.9591541223295171,0.18708338481473177,0.18708338481473177,0.9601064095005009,0.7927435278447585,0.18708338481473177,0.9591541223295171,0.18708338481473177,0.9834837586559642
697,697,edisonn697.xlsx,GMM,5000,100,20,2:40,gamma,0.1,5,500,0,697,697,0.9697284364554958,0.9486540808981184,0.9577798927999445,0.9678690413663416,0.9486540808981184,0.9577798927999445,0.19174304614042056,0.19174304614042056,0.9588964275869686,0.7747459884434328,0.19174304614042056,0.9577798927999445,0.19174304614042056,0.9656857794131324
698,698,edisonn698.xlsx,GMM,5000,100,20,2:40,gamma,0.3,1,500,0,698,698,0.970964895843711,0.9546945697655687,0.953416078145473,0.9694132553041447,0.9546945697655687,0.953416078145473,0.18708338481473177,0.18708338481473177,0.9545417058618839,0.7777656672214034,0.18708338481473177,0.953416078145473,0.18708338481473177,0.9895563875458354
699,699,edisonn699.xlsx,GMM,5000,100,20,2:40,gamma,0.3,5,500,0,699,699,0.9702256199901288,0.9486540808981184,0.9585294692685152,0.9684592813757457,0.9486540808981184,0.9585294692685152,0.19174304614042056,0.19174304614042056,0.9595492127770245,0.7747459884434328,0.19174304614042056,0.9585294692685152,0.19174304614042056,0.9659802764927672
700,700,edisonn700.xlsx,GMM,5000,100,21,2:40,gamma,0.1,1,500,0,700,700,0.9763445739558051,0.9873093635119345,0.9571994438402547,0.9603632135529392,0.9873093635119345,0.9571994438402547,0.1853144930294496,0.1853144930294496,0.9571994438402547,0.8146963506837276,0.1853144930294496,0.9636723134423913,0.1853144930294496,1.0
701,701,edisonn701.xlsx,GMM,5000,100,21,2:40,gamma,0.1,5,500,0,701,701,0.9680080276359716,0.9659643134181014,0.9573078080455593,0.9606734181686497,0.9659643134181014,0.9573078080455593,0.18697836084303657,0.18697836084303657,0.9573078080455593,0.8443619053924132,0.18697836084303657,0.9631910194265495,0.18697836084303657,0.966821831542142
702,702,edisonn702.xlsx,GMM,5000,100,21,2:40,gamma,0.3,1,500,0,702,702,0.9764678116662172,0.9640398661793849,0.9590865027462896,0.9614849086064421,0.9640398661793849,0.9590865027462896,0.1853144930294496,0.1853144930294496,0.9590865027462896,0.8106334766130239,0.1853144930294496,0.9648190615943862,0.1853144930294496,0.982538613791191
703,703,edisonn703.xlsx,GMM,5000,100,21,2:40,gamma,0.3,5,500,0,703,703,0.9755791211644129,0.9659643134181014,0.9564522435989524,0.959742182930534,0.9659643134181014,0.9564522435989524,0.18697836084303657,0.18697836084303657,0.9564522435989524,0.8443619053924132,0.18697836084303657,0.9629208511142557,0.18697836084303657,0.966821831542142
704,704,edisonn704.xlsx,GMM,5000,100,22,2:40,gamma,0.1,1,500,0,704,704,0.9804881684900261,0.9783315773713986,0.9604501076455758,0.9637576411148804,0.9783315773713986,0.9604501076455758,0.17894716174967884,0.17894716174967884,0.9604501076455758,0.8297336766236558,0.17894716174967884,0.9674021915038582,0.17894716174967884,0.9874149935343248
705,705,edisonn705.xlsx,GMM,5000,100,22,2:40,gamma,0.1,5,500,0,705,705,0.980021848801389,0.9602267325512508,0.9608442562381712,0.96422012502688,0.9602267325512508,0.9608442562381712,0.17887798293259416,0.17887798293259416,0.9608442562381712,0.8391329659846286,0.17887798293259416,0.9661683673664081,0.17887798293259416,0.9799487965964688
706,706,edisonn706.xlsx,GMM,5000,100,22,2:40,gamma,0.3,1,500,0,706,706,0.980375296729105,0.9582994328797874,0.9594502447260401,0.9630334560601753,0.9582994328797874,0.9594502447260401,0.17894716174967884,0.17894716174967884,0.9594502447260401,0.8094495764667075,0.17894716174967884,0.9663042530179368,0.17894716174967884,0.9898696644710684
707,707,edisonn707.xlsx,GMM,5000,100,22,2:40,gamma,0.3,5,500,0,707,707,0.980021848801389,0.9586419478220306,0.9605771661193778,0.9638694711341914,0.9586419478220306,0.9605771661193778,0.17887798293259416,0.17887798293259416,0.9605771661193778,0.8391329659846286,0.17887798293259416,0.9668642468807731,0.17887798293259416,0.989919028886553
708,708,edisonn708.xlsx,GMM,5000,100,23,2:40,gamma,0.1,1,500,0,708,708,0.9826273564393432,0.9768038028178023,0.9571371596954615,0.9612070606157659,0.9768038028178023,0.9571371596954615,0.1880193055995506,0.1880193055995506,0.9571371596954615,0.8094575952423942,0.1880193055995506,0.9649088942919598,0.1880193055995506,0.9752821675076896
709,709,edisonn709.xlsx,GMM,5000,100,23,2:40,gamma,0.1,5,500,0,709,709,0.9732417100898129,0.9690475774653272,0.9581126254704847,0.9611818466469171,0.9690475774653272,0.9581126254704847,0.18662791083445596,0.18662791083445596,0.9581126254704847,0.8108537493667713,0.18662791083445596,0.9647372195433119,0.18662791083445596,0.9838211309853048
710,710,edisonn710.xlsx,GMM,5000,100,23,2:40,gamma,0.3,1,500,0,710,710,0.9750554937341246,0.8897945901573531,0.9561241362680255,0.9561241362680255,0.9642860055732069,0.9566671624343172,0.1880193055995506,0.1880193055995506,0.9561241362680255,0.7544041737823973,0.1880193055995506,0.9642860055732069,0.1880193055995506,0.9664293346802084
711,711,edisonn711.xlsx,GMM,5000,100,23,2:40,gamma,0.3,5,500,0,711,711,0.9672697299539976,0.8913489508794753,0.9564076530377063,0.9564076530377063,0.9717967939765004,0.9571903495204698,0.18662791083445596,0.18662791083445596,0.9564076530377063,0.7281460752125886,0.18662791083445596,0.9717967939765004,0.18662791083445596,0.9775517832883708
712,712,edisonn712.xlsx,GMM,5000,100,24,2:40,gamma,0.1,1,500,0,712,712,0.9788295376122313,0.8877421839080762,0.9573038129911853,0.9573038129911853,0.9697549506514039,0.9578790987370549,0.18429405393564469,0.18429405393564469,0.9573038129911853,0.7609389989834797,0.18429405393564469,0.9697549506514039,0.18429405393564469,0.9745671774251792
713,713,edisonn713.xlsx,GMM,5000,100,24,2:40,gamma,0.1,5,500,0,713,713,0.9803772975027458,0.8894609591182022,0.9592481756686801,0.9592481756686801,0.969818717662911,0.9600754243774668,0.17701584283901495,0.17701584283901495,0.9592481756686801,0.7494849940687683,0.17701584283901495,0.969818717662911,0.17701584283901495,0.96848537286733
714,714,edisonn714.xlsx,GMM,5000,100,24,2:40,gamma,0.3,1,500,0,714,714,0.9786897985483128,0.8830071155081902,0.9569270745251831,0.9569270745251831,0.9877070635195455,0.9578623519463954,0.18429405393564469,0.18429405393564469,0.9569270745251831,0.7378871296185175,0.18429405393564469,0.9877070635195455,0.18429405393564469,0.9788849578442096
715,715,edisonn715.xlsx,GMM,5000,100,24,2:40,gamma,0.3,5,500,0,715,715,0.9805909077191873,0.8898402894409772,0.9602737838528072,0.9602737838528072,0.9861502798909964,0.9614534863885196,0.17701584283901495,0.17701584283901495,0.9602737838528072,0.7576405077219956,0.17701584283901495,0.9861502798909964,0.17701584283901495,0.96848537286733
716,716,edisonn716.xlsx,GMM,5000,100,25,2:40,gamma,0.1,1,500,0,716,716,0.9846653090319665,0.8732372533410641,0.962691469058599,0.962691469058599,0.9653707431064786,0.963234843252918,0.17285153116130872,0.17285153116130872,0.962691469058599,0.7424457190953292,0.17285153116130872,0.9653707431064786,0.17285153116130872,0.9901708008923784
717,717,edisonn717.xlsx,GMM,5000,100,25,2:40,gamma,0.1,5,500,0,717,717,0.9769698068245521,0.8841412248437145,0.9583889824163473,0.9583889824163473,0.9825743283870769,0.959201800204221,0.18223632337270576,0.18223632337270576,0.9583889824163473,0.7426617859592861,0.18223632337270576,0.9825743283870769,0.18223632337270576,0.96700783979131
718,718,edisonn718.xlsx,GMM,5000,100,25,2:40,gamma,0.3,1,500,0,718,718,0.976797258692435,0.8776201930256612,0.9620097113404177,0.9620097113404177,0.9683154820182643,0.9628695853598739,0.18970060300589808,0.18970060300589808,0.9620097113404177,0.7331397672803297,0.18970060300589808,0.9683154820182643,0.18970060300589808,0.9702854999637666
719,719,edisonn719.xlsx,GMM,5000,100,25,2:40,gamma,0.3,5,500,0,719,719,0.9768902848378075,0.8847782279528937,0.9583801240432468,0.9583801240432468,0.9654326067347048,0.9592874593540835,0.18223632337270576,0.18223632337270576,0.9583801240432468,0.7484595601454986,0.18223632337270576,0.9654326067347048,0.18223632337270576,0.976265647182388
720,720,edisonn720.xlsx,GMM,5000,100,26,2:40,gamma,0.1,1,500,0,720,720,0.966595768917303,0.9630855825338612,0.9577711527624356,0.9543570157515706,0.17833171703880543,0.9577711527624356,0.17833171703880543,0.17833171703880543,0.9577711527624356,0.8661456931879729,0.17833171703880543,0.9577711527624356,0.17833171703880543,0.979408383386569
721,721,edisonn721.xlsx,GMM,5000,100,26,2:40,gamma,0.1,5,500,0,721,721,0.9653346120710224,0.9789305979717038,0.9557250903739013,0.9523111091778441,0.18364968873138332,0.9557250903739013,0.18364968873138332,0.18364968873138332,0.9557250903739013,0.8770766505964034,0.18364968873138332,0.9557250903739013,0.18364968873138332,0.9628931239173096
722,722,edisonn722.xlsx,GMM,5000,100,26,2:40,gamma,0.3,1,500,0,722,722,0.966249784413144,0.9795355131526705,0.9585970027400826,0.9555224604858793,0.17833171703880543,0.9585970027400826,0.17833171703880543,0.17833171703880543,0.9585970027400826,0.8722626561827751,0.17833171703880543,0.9585970027400826,0.17833171703880543,1.0000000000000002
723,723,edisonn723.xlsx,GMM,5000,100,26,2:40,gamma,0.3,5,500,0,723,723,0.9650906124712315,0.9788766203744862,0.9560102653968162,0.952405033919494,0.18364968873138332,0.9560102653968162,0.18364968873138332,0.18364968873138332,0.9560102653968162,0.8808336623660601,0.18364968873138332,0.9560102653968162,0.18364968873138332,0.9784064120777536
724,724,edisonn724.xlsx,GMM,5000,100,27,2:40,gamma,0.1,1,500,0,724,724,0.9699833726444654,0.9775125881100569,0.9602697853275405,0.9579622669227946,0.17216135588300055,0.9602697853275405,0.17216135588300055,0.17216135588300055,0.9602697853275405,0.8472804006338612,0.17216135588300055,0.9602697853275405,0.17216135588300055,0.979163374073002
725,725,edisonn725.xlsx,GMM,5000,100,27,2:40,gamma,0.1,5,500,0,725,725,0.9691111933095864,0.9767780525150949,0.9599013402437532,0.956245882062648,0.17582709567366916,0.9599013402437532,0.17582709567366916,0.17582709567366916,0.9599013402437532,0.8447239598454678,0.17582709567366916,0.9599013402437532,0.17582709567366916,0.96844595039165
726,726,edisonn726.xlsx,GMM,5000,100,27,2:40,gamma,0.3,1,500,0,726,726,0.9694776140466486,0.9692292920355519,0.9601920991110112,0.9568521863761299,0.17216135588300055,0.9601920991110112,0.17216135588300055,0.17216135588300055,0.9601920991110112,0.8445725306361523,0.17216135588300055,0.9601920991110112,0.17216135588300055,0.971444022623516
727,727,edisonn727.xlsx,GMM,5000,100,27,2:40,gamma,0.3,5,500,0,727,727,0.9694563104516238,0.9774033014429631,0.9600100505993934,0.9570826504945009,0.17582709567366916,0.9600100505993934,0.17582709567366916,0.17582709567366916,0.9600100505993934,0.8447239598454678,0.17582709567366916,0.9600100505993934,0.17582709567366916,0.9644754290527244
728,728,edisonn728.xlsx,GMM,5000,100,28,2:40,gamma,0.1,1,500,0,728,728,0.9663924954763979,0.9733293250999125,0.9625135057858787,0.9593658559188426,0.1675838754712991,0.9625135057858787,0.1675838754712991,0.1675838754712991,0.9625135057858787,0.8632988518766496,0.1675838754712991,0.9625135057858787,0.1675838754712991,0.978428945292066
729,729,edisonn729.xlsx,GMM,5000,100,28,2:40,gamma,0.1,5,500,0,729,729,0.9713409907476463,0.97283476465113,0.9617631135048997,0.9581900444410296,0.1719123649188617,0.9617631135048997,0.1719123649188617,0.1719123649188617,0.9617631135048997,0.8510610620476515,0.1719123649188617,0.9617631135048997,0.1719123649188617,0.9694535190339518
730,730,edisonn730.xlsx,GMM,5000,100,28,2:40,gamma,0.3,1,500,0,730,730,0.9867141731409866,0.9904709358978102,0.9620587512497976,0.9549808415672463,0.1675838754712991,0.9904709358978102,0.1675838754712991,0.1675838754712991,0.9620587512497976,0.8518270471385125,0.1675838754712991,0.9743696989459989,0.1675838754712991,0.970897453721014
731,731,edisonn731.xlsx,GMM,5000,100,28,2:40,gamma,0.3,5,500,0,731,731,0.9778881883107796,0.9809670240828607,0.9606292225873971,0.9533774147971191,0.1719123649188617,0.9809670240828607,0.1719123649188617,0.1719123649188617,0.9606292225873971,0.8255689662629644,0.1719123649188617,0.9748608494044247,0.1719123649188617,0.9694535190339518
732,732,edisonn732.xlsx,GMM,5000,100,29,2:40,gamma,0.1,1,500,0,732,732,0.9816983365655094,0.9860736930594192,0.9607465248023349,0.9532975395866877,0.17171130476982338,0.9860736930594192,0.17171130476982338,0.17171130476982338,0.9607465248023349,0.8446911337604645,0.17171130476982338,0.9835328970911165,0.17171130476982338,0.974982371303613
733,733,edisonn733.xlsx,GMM,5000,100,29,2:40,gamma,0.1,5,500,0,733,733,0.9737039156603747,0.9768069860041293,0.961146075337669,0.953461829807253,0.1723425475182886,0.9768069860041293,0.1723425475182886,0.1723425475182886,0.961146075337669,0.8402169032689344,0.1723425475182886,0.9730655862015383,0.1723425475182886,0.9806128023584356
734,734,edisonn734.xlsx,GMM,5000,100,29,2:40,gamma,0.3,1,500,0,734,734,0.9657246282744194,0.9698028851761176,0.9617010988925195,0.9551082188374481,0.17171130476982338,0.9698028851761176,0.17171130476982338,0.17171130476982338,0.9617010988925195,0.8328974343525297,0.17171130476982338,0.9713440145194604,0.17171130476982338,0.975750691266773
735,735,edisonn735.xlsx,GMM,5000,100,29,2:40,gamma,0.3,5,500,0,735,735,0.9844435481509887,0.9867885906678184,0.9608962898746072,0.954392646496854,0.1723425475182886,0.9867885906678184,0.1723425475182886,0.1723425475182886,0.9608962898746072,0.8462898947827416,0.1723425475182886,0.9841313116907083,0.1723425475182886,0.9806128023584356
736,736,edisonn736.xlsx,GMM,5000,100,30,2:40,gamma,0.1,1,500,0,736,736,0.9932336065881294,0.9966195139128299,0.9619546943248607,0.954385123003081,0.17098325789462426,0.9966195139128299,0.17098325789462426,0.17098325789462426,0.9619546943248607,0.8405943112333051,0.17098325789462426,0.9798468573794815,0.17098325789462426,0.9706622205062446
737,737,edisonn737.xlsx,GMM,5000,100,30,2:40,gamma,0.1,5,500,0,737,737,0.9804776549650249,0.9828123779525574,0.9642195592387268,0.9550282121505811,0.16931369326217324,0.9828123779525574,0.16931369326217324,0.16931369326217324,0.9642195592387268,0.8239262183465536,0.16931369326217324,0.9685717716152814,0.16931369326217324,0.9698849164245974
738,738,edisonn738.xlsx,GMM,5000,100,30,2:40,gamma,0.3,1,500,0,738,738,0.9932336065881296,0.983524787264113,0.9632192175228134,0.9540242283051567,0.17098325789462426,0.983524787264113,0.17098325789462426,0.17098325789462426,0.9632192175228134,0.8427304310720671,0.17098325789462426,0.9836849376637431,0.17098325789462426,0.9746835804275108
739,739,edisonn739.xlsx,GMM,5000,100,30,2:40,gamma,0.3,5,500,0,739,739,0.962887295268957,0.9675089078887129,0.9632634048531419,0.9564101419885183,0.16931369326217324,0.9675089078887129,0.16931369326217324,0.16931369326217324,0.9632634048531419,0.8238110511352305,0.16931369326217324,0.9576226721697731,0.16931369326217324,0.97853448960998
