index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
26,26,edisonn26.xlsx,GMM,5000,2,8,2:40,uniform,0.3,1,500,0,26,0.7473843452532377,0.9081662623605433,0.7473843452532377,0.6733496988064159,0.688495668451576,0.8208796886286044,0.7786073278457837,0.8208796886286044,0.7473843452532377,0.7473843452532377,0.8399817271249346,0.8208796886286044,0.8208796886286044,0.4369139583267641
27,27,edisonn27.xlsx,GMM,5000,2,8,2:40,uniform,0.3,5,500,0,27,0.8991464962982579,0.9107678461491442,0.8991464962982579,0.8242695678868116,0.742595508717992,0.9535233774917905,0.9191642772030179,0.9535233774917905,0.8991464962982579,0.8991464962982579,0.9370449691417704,0.9535233774917905,0.9535233774917905,0.4199963142839532
28,28,edisonn28.xlsx,GMM,5000,2,9,2:40,uniform,0.1,1,500,0,28,0.8985048900297109,0.9642178183887502,0.8985048900297109,0.7929715432405177,0.7162943085454958,0.9600037269995797,0.9058759253332959,0.9600037269995797,0.8985048900297109,0.8985048900297109,0.9663372556619693,0.9600037269995797,0.9600037269995797,0.4097353077283668
29,29,edisonn29.xlsx,GMM,5000,2,9,2:40,uniform,0.1,5,500,0,29,0.945814815812586,0.9663063914828498,0.945814815812586,0.9295884367995326,0.7361948830797025,0.9629356333896986,0.9507933291519396,0.9629356333896986,0.945814815812586,0.945814815812586,0.9696930742148077,0.9629356333896986,0.9629356333896986,0.7361948830797025
30,30,edisonn30.xlsx,GMM,5000,2,9,2:40,uniform,0.3,1,500,0,30,0.804126013449196,0.86660422602505,0.7824753676058237,0.7135082765305334,0.6038994275049677,0.4096805356587881,0.7883557110457043,0.4096805356587881,0.7824753676058237,0.7824753676058237,0.6038994275049677,0.6038994275049677,0.8673964677122908,0.4096805356587881
31,31,edisonn31.xlsx,GMM,5000,2,9,2:40,uniform,0.3,5,500,0,31,0.9161993905995521,0.9643975656744511,0.9134024273157215,0.8254378881113537,0.6152603981977451,0.42740006969603384,0.8640066069185114,0.42740006969603384,0.9134024273157215,0.9134024273157215,0.6152603981977451,0.6152603981977451,0.9589117760483171,0.7343052999923553
32,32,edisonn32.xlsx,GMM,5000,2,10,2:40,uniform,0.1,1,500,0,32,0.9121577982965975,0.9708972931472708,0.8797424432016772,0.7965452773934264,0.6093618674976563,0.42731798021614265,0.8431730409354128,0.42731798021614265,0.8797424432016772,0.8797424432016772,0.6093618674976563,0.6093618674976563,0.9638437968603959,0.9387861085606634
33,33,edisonn33.xlsx,GMM,5000,2,10,2:40,uniform,0.1,5,500,0,33,0.9473537969436046,0.9680750439732421,0.9438107075672116,0.9274106438165909,0.6225918167969408,0.43511966701512417,0.840445442761647,0.43511966701512417,0.9438107075672116,0.9438107075672116,0.6225918167969408,0.6225918167969408,0.9617913932287123,0.9567274989419832
34,34,edisonn34.xlsx,GMM,5000,2,10,2:40,uniform,0.3,1,500,0,34,0.8279889022760784,0.9159452517748851,0.8020352602899461,0.7285074467949193,0.6039517227666129,0.4116366928604366,0.7799892316982573,0.4116366928604366,0.8020352602899461,0.8020352602899461,0.6039517227666129,0.6039517227666129,0.8924464890771528,0.4116366928604366
35,35,edisonn35.xlsx,GMM,5000,2,10,2:40,uniform,0.3,5,500,0,35,0.944987522641969,0.9655816967241734,0.940847881926109,0.8714012931983984,0.6152219164996827,0.4343820290838528,0.8367679780887616,0.4343820290838528,0.940847881926109,0.940847881926109,0.6152219164996827,0.6152219164996827,0.9591541740856924,0.9549404802227331
36,36,edisonn36.xlsx,GMM,5000,2,11,2:40,uniform,0.1,1,500,0,36,0.9331969868440589,0.9680566282244345,0.9151563814798868,0.8105636954634912,0.5062173637694303,0.4186299024618771,0.7675592765142817,0.4186299024618771,0.9151563814798868,0.9151563814798868,0.5062173637694303,0.5062173637694303,0.9663880746720335,0.4186299024618771
37,37,edisonn37.xlsx,GMM,5000,2,11,2:40,uniform,0.1,5,500,0,37,0.954074855701981,0.976658772684894,0.9503853493190892,0.9345163228124511,0.5413318645714427,0.38966897710266946,0.8248463217744787,0.38966897710266946,0.9503853493190892,0.9503853493190892,0.5413318645714427,0.5413318645714427,0.9694311485823522,0.3896689771026694
38,38,edisonn38.xlsx,GMM,5000,2,11,2:40,uniform,0.3,1,500,0,38,0.7899288005554574,0.8615013308652343,0.785927243178655,0.7332633422199515,0.5720580313002855,0.3943834972435716,0.7296802449909708,0.3943834972435716,0.785927243178655,0.785927243178655,0.5720580313002855,0.5720580313002855,0.8735593650736044,0.5720580313002855
39,39,edisonn39.xlsx,GMM,5000,2,11,2:40,uniform,0.3,5,500,0,39,0.9523100598017514,0.9749848093308148,0.9485271230750529,0.8654360619411762,0.5347135226074973,0.3876949376094665,0.811928195164992,0.3876949376094665,0.9485271230750529,0.9485271230750529,0.5347135226074973,0.5347135226074973,0.9676675796631101,0.3876949376094665
40,40,edisonn40.xlsx,GMM,5000,2,12,2:40,uniform,0.1,1,500,0,40,0.9232511720747146,0.9092739568374809,0.9224893198427051,0.819274488239369,0.9731403769873387,0.44195187574524514,0.9224893198427051,0.44195187574524514,0.9224893198427051,0.9399723869321281,0.9432584730664821,0.9399723869321281,0.9224893198427051,0.946078653602551
41,41,edisonn41.xlsx,GMM,5000,2,12,2:40,uniform,0.1,5,500,0,41,0.9520808379670335,0.9363898459585173,0.9505091443758729,0.9351272571662048,0.9517662740403926,0.35433885142471844,0.9505091443758729,0.35433885142471844,0.9505091443758729,0.9579259179809472,0.961564194605767,0.9579259179809472,0.9505091443758729,0.3543388514247184
42,42,edisonn42.xlsx,GMM,5000,2,12,2:40,uniform,0.3,1,500,0,42,0.8220032214067251,0.8782102999680196,0.8181808524321943,0.7437475442448434,0.9421442304888428,0.3998638571241426,0.8181808524321943,0.3998638571241426,0.8181808524321943,0.8585081133702666,0.8716073232437578,0.8585081133702666,0.8181808524321943,0.3998638571241426
43,43,edisonn43.xlsx,GMM,5000,2,12,2:40,uniform,0.3,5,500,0,43,0.9317140789669771,0.9295340740517061,0.9306907477470954,0.8595269318985203,0.9793221308317535,0.3586835011863815,0.9306907477470954,0.3586835011863815,0.9306907477470954,0.9554206104090934,0.9591932388238588,0.9554206104090934,0.9306907477470954,0.3586835011863815
44,44,edisonn44.xlsx,GMM,5000,2,13,2:40,uniform,0.1,1,500,0,44,0.9289059964592202,0.9148774864457069,0.9143895565706942,0.8474324761328567,0.9871036920193416,0.33950404543036317,0.9143895565706942,0.33950404543036317,0.9143895565706942,0.945432550786283,0.9498261556987652,0.945432550786283,0.9143895565706942,0.9498261556987652
45,45,edisonn45.xlsx,GMM,5000,2,13,2:40,uniform,0.1,5,500,0,45,0.9511257507599948,0.9136304860191959,0.9504847024950275,0.9337160748584228,0.9724147127931918,0.379968904109253,0.9504847024950275,0.379968904109253,0.9504847024950275,0.9612869968897695,0.9626603934643297,0.9612869968897695,0.9504847024950275,0.379968904109253
46,46,edisonn46.xlsx,GMM,5000,2,13,2:40,uniform,0.3,1,500,0,46,0.8601758260910367,0.8950510080434614,0.8530518622578195,0.7674794791694954,0.9384016732445579,0.33883224792464933,0.8530518622578195,0.33883224792464933,0.8530518622578195,0.9003355319553531,0.9134896910169678,0.9003355319553531,0.8530518622578195,0.3388322479246493
47,47,edisonn47.xlsx,GMM,5000,2,13,2:40,uniform,0.3,5,500,0,47,0.952511281516732,0.8878095011395207,0.9494288754917953,0.8823643435834737,0.9714277173981868,0.380063975771015,0.9494288754917953,0.380063975771015,0.9494288754917953,0.9601209008154827,0.9627482726610096,0.9601209008154827,0.9494288754917953,0.380063975771015
48,48,edisonn48.xlsx,GMM,5000,2,14,2:40,uniform,0.1,1,500,0,48,0.9319186765032585,0.9117947674940833,0.9309315064111984,0.8486161018294606,0.9804112079423191,0.3884731462696939,0.9309315064111984,0.3884731462696939,0.9309315064111984,0.9616527464749375,0.9679735641402402,0.9616527464749375,0.9309315064111984,0.3884731462696939
49,49,edisonn49.xlsx,GMM,5000,2,14,2:40,uniform,0.1,5,500,0,49,0.9554844970285215,0.8983995921936697,0.9544709243462203,0.9383527509236838,0.9822132503670646,0.3915076465030587,0.9544709243462203,0.3915076465030587,0.9544709243462203,0.9572762724045908,0.9599185220552129,0.9572762724045908,0.9544709243462203,0.3915076465030587
50,50,edisonn50.xlsx,GMM,5000,2,14,2:40,uniform,0.3,1,500,0,50,0.8537084676924784,0.8708846074975621,0.8543882370115891,0.7695007610636223,0.8324200542400555,0.9344758427566747,0.856945692818553,0.918085219169638,0.8543882370115891,0.8543882370115891,0.7334614075590947,0.8846202071191476,0.8537084676924784,0.3723056642384423
51,51,edisonn51.xlsx,GMM,5000,2,14,2:40,uniform,0.3,5,500,0,51,0.94473973126587,0.9477363520688247,0.9438560419709482,0.8580793174160202,0.877344118127304,0.9696195517858814,0.9456444817414186,0.9831123459305768,0.9438560419709482,0.9438560419709482,0.7429625675622803,0.9437297906496975,0.94473973126587,0.3915076465030587
52,52,edisonn52.xlsx,GMM,5000,2,15,2:40,uniform,0.1,1,500,0,52,0.9393810664107424,0.9430407138893494,0.9284179605993984,0.8453903385674603,0.8926978062570138,0.9658325300750372,0.9404839019050316,0.9607329213854191,0.9284179605993984,0.9284179605993984,0.7404982922369143,0.9096325927188786,0.9393810664107424,0.9644330410536456
53,53,edisonn53.xlsx,GMM,5000,2,15,2:40,uniform,0.1,5,500,0,53,0.9536970496656264,0.956368378514576,0.9530500869615112,0.9355753745811209,0.8320396148429937,0.9506409118519571,0.9542839783933244,0.9474483728466266,0.9530500869615112,0.9530500869615112,0.6959069790240895,0.8928169306440871,0.9536970496656264,0.3952635518674055
54,54,edisonn54.xlsx,GMM,5000,2,15,2:40,uniform,0.3,1,500,0,54,0.8522707257582044,0.8686740353546375,0.8504443877603807,0.7716912892754532,0.8370637876004039,0.9132383227890178,0.8524104069953152,0.9208411813384649,0.8504443877603807,0.8504443877603807,0.6986978256993616,0.8782836507179898,0.8522707257582044,0.5419709617339061
55,55,edisonn55.xlsx,GMM,5000,2,15,2:40,uniform,0.3,5,500,0,55,0.9509481409770856,0.9463374488615954,0.9494329898743358,0.8784389119043512,0.8500223127909298,0.9747869658925984,0.951836239565953,0.9725234906734272,0.9494329898743358,0.9494329898743358,0.7312907617430923,0.9226186518283039,0.9509481409770856,0.3954691817905136
56,56,edisonn56.xlsx,GMM,5000,2,16,2:40,uniform,0.1,1,500,0,56,0.9327191659311665,0.9480265518722975,0.921374046671489,0.8519292817841333,0.8481679480565656,0.9528878441165902,0.9341133950055183,0.9192716120606412,0.921374046671489,0.921374046671489,0.7582277880716481,0.8949397026565449,0.9327191659311665,0.364317098694415
57,57,edisonn57.xlsx,GMM,5000,2,16,2:40,uniform,0.1,5,500,0,57,0.9579508639159006,0.960773557744046,0.957095806685139,0.9405714566077312,0.8835376002507699,0.9435817912008083,0.9588725229185867,0.9422397518751832,0.957095806685139,0.957095806685139,0.7519910885035984,0.9168618803752637,0.9579508639159006,0.2889496000490564
58,58,edisonn58.xlsx,GMM,5000,2,16,2:40,uniform,0.3,1,500,0,58,0.8631771511460153,0.8864424219210875,0.859430243825787,0.785937332360795,0.7991044064048871,0.9071435619355859,0.8706770897600916,0.885131054054814,0.859430243825787,0.859430243825787,0.7203470539843485,0.8738363316902347,0.8631771511460153,0.3712319737666853
59,59,edisonn59.xlsx,GMM,5000,2,16,2:40,uniform,0.3,5,500,0,59,0.9552180711768599,0.9603901302509493,0.954566462517242,0.8950138282946978,0.8757848354926681,0.9470810066194358,0.9566636828093847,0.9594989605558586,0.954566462517242,0.954566462517242,0.7055937211352808,0.9446342754864292,0.9552180711768599,0.2889496000490564
60,60,edisonn60.xlsx,GMM,5000,2,17,2:40,uniform,0.1,1,500,0,60,0.9527695905738099,0.9735458856469796,0.9518617564903071,0.8619701458103032,0.7704837988713111,0.9518617564903071,0.9527695905738099,0.9562366989972464,0.9518617564903071,0.9518617564903071,0.5077582288214344,0.9527695905738099,0.9518617564903071,0.5077582288214344
61,61,edisonn61.xlsx,GMM,5000,2,17,2:40,uniform,0.1,5,500,0,61,0.9562796077196232,0.9543169014613125,0.955661061174068,0.93997807205905,0.7436252628618173,0.955661061174068,0.9562796077196232,0.9592927313869251,0.955661061174068,0.955661061174068,0.5222416142883226,0.9562796077196232,0.955661061174068,0.6085784956980299
62,62,edisonn62.xlsx,GMM,5000,2,17,2:40,uniform,0.3,1,500,0,62,0.8797811864262911,0.9043151620805668,0.8781502299519136,0.7931342054090574,0.6866619904729677,0.8781502299519136,0.8797811864262911,0.8911472934876566,0.8781502299519136,0.8781502299519136,0.503249548704018,0.8797811864262911,0.8781502299519136,0.3504527525986713
63,63,edisonn63.xlsx,GMM,5000,2,17,2:40,uniform,0.3,5,500,0,63,0.9551595381159632,0.9529120076416184,0.9538786094499306,0.9298882425772653,0.7518148561082805,0.9538786094499306,0.9551595381159632,0.9581585827152741,0.9538786094499306,0.9538786094499306,0.4916930489354017,0.9551595381159632,0.9538786094499306,0.5968670476288702
64,64,edisonn64.xlsx,GMM,5000,2,18,2:40,uniform,0.1,1,500,0,64,0.9568079646623031,0.9756204158151891,0.9560226716723511,0.8669368897063509,0.7219227081972164,0.9560226716723511,0.9568079646623031,0.9597146495503912,0.9560226716723511,0.9560226716723511,0.5136093300388708,0.9568079646623031,0.9560226716723511,0.3536589402917485
65,65,edisonn65.xlsx,GMM,5000,2,18,2:40,uniform,0.1,5,500,0,65,0.957685684670779,0.9430406053220302,0.9568855862830546,0.9415596251536064,0.7384979644211885,0.9568855862830546,0.957685684670779,0.9608393948481652,0.9568855862830546,0.9568855862830546,0.48764544619491645,0.957685684670779,0.9568855862830546,0.95258433343691
66,66,edisonn66.xlsx,GMM,5000,2,18,2:40,uniform,0.3,1,500,0,66,0.8836356863212763,0.9540871834850557,0.8790031568698722,0.8023320008329363,0.6723348896654311,0.8790031568698722,0.8836356863212763,0.8955071595917551,0.8790031568698722,0.8790031568698722,0.4947171974672126,0.8836356863212763,0.8790031568698722,0.3526138819705977
67,67,edisonn67.xlsx,GMM,5000,2,18,2:40,uniform,0.3,5,500,0,67,0.9578535576083952,0.9398687373734155,0.9559507512055289,0.9126874912250694,0.7420221634443463,0.9559507512055289,0.9578535576083952,0.9603639214505673,0.9559507512055289,0.9559507512055289,0.48764544619491645,0.9578535576083952,0.9559507512055289,0.3614363607830843
68,68,edisonn68.xlsx,GMM,5000,2,19,2:40,uniform,0.1,1,500,0,68,0.9562750181477028,0.9660592735657421,0.9552422909826528,0.8808262229223974,0.7407125832768612,0.9552422909826528,0.9562750181477028,0.9606774247194215,0.9552422909826528,0.9552422909826528,0.48835185220912664,0.9562750181477028,0.9552422909826528,0.3002820429354069
69,69,edisonn69.xlsx,GMM,5000,2,19,2:40,uniform,0.1,5,500,0,69,0.9586518749807028,0.9625893231208729,0.957733237854019,0.9414309981978001,0.7206993323689949,0.957733237854019,0.9586518749807028,0.9613683069249966,0.957733237854019,0.957733237854019,0.5022327545196766,0.9586518749807028,0.957733237854019,0.3449461165230676
70,70,edisonn70.xlsx,GMM,5000,2,19,2:40,uniform,0.3,1,500,0,70,0.8906526116295631,0.887344585249428,0.875633112692433,0.792102367323602,0.8111720433626187,0.9324410740018609,0.9450736649865229,0.9399868637204666,0.875633112692433,0.875633112692433,0.6744859582052373,0.9005977042067507,0.9450736649865229,0.3183775786453622
71,71,edisonn71.xlsx,GMM,5000,2,19,2:40,uniform,0.3,5,500,0,71,0.957502722632992,0.9302362021397002,0.9537138293702514,0.8951103639212372,0.8745791525642558,0.9468777395033763,0.9569006060433101,0.9618049518835434,0.9537138293702514,0.9537138293702514,0.6613830955458128,0.9419350810111152,0.9569006060433101,0.32494026029361
72,72,edisonn72.xlsx,GMM,5000,2,20,2:40,uniform,0.1,1,500,0,72,0.9609315994194808,0.9555368749721522,0.9577823564428727,0.8650997677133062,0.8606637701829167,0.9675321645889942,0.9793530835127683,0.9742610683580702,0.9577823564428727,0.9577823564428727,0.641495493677579,0.975083899859534,0.9793530835127683,0.641495493677579
73,73,edisonn73.xlsx,GMM,5000,2,20,2:40,uniform,0.1,5,500,0,73,0.9617089941099681,0.945802029025903,0.9579760457220279,0.9422403979966956,0.8704782630930827,0.9528207610256981,0.9467667808818124,0.9527918893573183,0.9579760457220279,0.9579760457220279,0.6484569624498546,0.9491843059258462,0.9467667808818124,0.952820761025698
74,74,edisonn74.xlsx,GMM,5000,2,20,2:40,uniform,0.3,1,500,0,74,0.9005294358123841,0.8964378352384141,0.8815295233015054,0.7929776002743114,0.8312934867292486,0.9219208298247237,0.9351761226228593,0.9261474176239628,0.8815295233015054,0.8815295233015054,0.6431179313893611,0.9212343446082146,0.9351761226228593,0.3241667806900647
75,75,edisonn75.xlsx,GMM,5000,2,20,2:40,uniform,0.3,5,500,0,75,0.9604412893955304,0.9310042322463918,0.9567886981209208,0.9047896740886966,0.8700053273886805,0.9525562045880577,0.9625615632808601,0.9497165928096665,0.9567886981209208,0.9567886981209208,0.6395720998831225,0.9429547678660929,0.9625615632808601,0.5939693306529692
76,76,edisonn76.xlsx,GMM,5000,2,21,2:40,uniform,0.1,1,500,0,76,0.9626932563147254,0.9366605870602024,0.9404791612188607,0.8816233412558995,0.8424715078393213,0.96154221782628,0.9754112619623552,0.9732887319443719,0.9404791612188607,0.9404791612188607,0.6372922440149346,0.9571816508568302,0.9754112619623552,0.3471477210861411
77,77,edisonn77.xlsx,GMM,5000,2,21,2:40,uniform,0.1,5,500,0,77,0.9484548386197055,0.9171410388359101,0.9590192369980438,0.9415880761821546,0.8737636529290757,0.9413779184352404,0.952040940118675,0.9450963748843719,0.9590192369980438,0.9590192369980438,0.6322070133305591,0.9264142672846291,0.952040940118675,0.35062187402688
78,78,edisonn78.xlsx,GMM,5000,2,21,2:40,uniform,0.3,1,500,0,78,0.8963697145762357,0.8864474065664203,0.8881104352268846,0.8031819961422817,0.7898947885691929,0.9070580407857165,0.9126627714034392,0.9016089364008278,0.8881104352268846,0.8881104352268846,0.632428547704644,0.8869051814372528,0.9126627714034392,0.3473184294974202
79,79,edisonn79.xlsx,GMM,5000,2,21,2:40,uniform,0.3,5,500,0,79,0.948646385158279,0.9167033520210609,0.9578528120827575,0.9263554252806293,0.8455186408731825,0.954527301114496,0.949304413001855,0.9586041932331202,0.9578528120827575,0.9578528120827575,0.6255460062520035,0.9310755433222423,0.949304413001855,0.3507073973608607
