index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
180,180,edisonn180.xlsx,GMM,5000,10,8,2:40,uniform,0.1,1,500,0,180,23,9,27,16,9,9,9,5,27,2,7,9,27,2
181,181,edisonn181.xlsx,GMM,5000,10,8,2:40,uniform,0.1,5,500,0,181,27,7,27,12,7,7,7,3,27,2,7,21,27,2
182,182,edisonn182.xlsx,GMM,5000,10,8,2:40,uniform,0.3,1,500,0,182,20,8,27,14,7,11,10,23,23,26,7,8,23,4
183,183,edisonn183.xlsx,GMM,5000,10,8,2:40,uniform,0.3,5,500,0,183,14,7,27,12,7,7,11,3,27,2,23,23,27,3
184,184,edisonn184.xlsx,GMM,5000,10,9,2:40,uniform,0.1,1,500,0,184,28,8,28,14,8,2,11,2,28,10,2,11,2,2
185,185,edisonn185.xlsx,GMM,5000,10,9,2:40,uniform,0.1,5,500,0,185,10,10,28,18,10,10,10,4,27,2,8,10,28,4
186,186,edisonn186.xlsx,GMM,5000,10,9,2:40,uniform,0.3,1,500,0,186,20,7,27,12,7,2,7,2,27,18,2,7,2,3
187,187,edisonn187.xlsx,GMM,5000,10,9,2:40,uniform,0.3,5,500,0,187,10,10,28,18,10,10,10,4,28,2,8,10,28,5
188,188,edisonn188.xlsx,GMM,5000,10,10,2:40,uniform,0.1,1,500,0,188,24,7,27,24,7,2,13,2,28,13,2,27,2,2
189,189,edisonn189.xlsx,GMM,5000,10,10,2:40,uniform,0.1,5,500,0,189,15,9,29,20,9,9,15,2,28,3,2,22,2,2
190,190,edisonn190.xlsx,GMM,5000,10,10,2:40,uniform,0.3,1,500,0,190,25,4,27,26,4,25,14,4,27,2,28,26,27,19
191,191,edisonn191.xlsx,GMM,5000,10,10,2:40,uniform,0.3,5,500,0,191,12,10,29,22,10,10,12,2,29,4,2,10,2,2
192,192,edisonn192.xlsx,GMM,5000,10,11,2:40,uniform,0.1,1,500,0,192,16,10,30,18,10,30,14,3,30,2,30,14,30,2
193,193,edisonn193.xlsx,GMM,5000,10,11,2:40,uniform,0.1,5,500,0,193,20,8,30,22,2,8,16,2,29,4,2,25,2,2
194,194,edisonn194.xlsx,GMM,5000,10,11,2:40,uniform,0.3,1,500,0,194,21,10,30,18,10,9,14,4,30,3,9,14,30,20
195,195,edisonn195.xlsx,GMM,5000,10,11,2:40,uniform,0.3,5,500,0,195,13,11,30,24,11,11,13,2,30,8,2,13,2,2
196,196,edisonn196.xlsx,GMM,5000,10,12,2:40,uniform,0.1,1,500,0,196,20,9,31,22,9,9,17,3,31,2,31,31,31,2
197,197,edisonn197.xlsx,GMM,5000,10,12,2:40,uniform,0.1,5,500,0,197,17,10,31,24,2,10,15,2,31,7,2,26,2,2
198,198,edisonn198.xlsx,GMM,5000,10,12,2:40,uniform,0.3,1,500,0,198,30,9,31,20,9,9,14,5,31,4,9,27,31,2
199,199,edisonn199.xlsx,GMM,5000,10,12,2:40,uniform,0.3,5,500,0,199,16,10,31,24,10,10,16,2,31,7,2,29,2,2
200,200,edisonn200.xlsx,GMM,5000,10,13,2:40,uniform,0.1,1,500,0,200,15,6,32,24,13,13,15,2,32,5,2,15,32,2
201,201,edisonn201.xlsx,GMM,5000,10,13,2:40,uniform,0.1,5,500,0,201,32,16,32,22,12,2,18,2,32,12,2,23,2,22
202,202,edisonn202.xlsx,GMM,5000,10,13,2:40,uniform,0.3,1,500,0,202,19,15,32,24,13,13,15,2,32,7,2,13,29,2
203,203,edisonn203.xlsx,GMM,5000,10,13,2:40,uniform,0.3,5,500,0,203,20,11,31,26,11,2,18,2,32,8,2,31,2,8
204,204,edisonn204.xlsx,GMM,5000,10,14,2:40,uniform,0.1,1,500,0,204,31,10,33,30,10,10,18,2,33,7,2,26,2,2
205,205,edisonn205.xlsx,GMM,5000,10,14,2:40,uniform,0.1,5,500,0,205,17,12,33,28,11,11,17,2,33,5,2,33,2,2
206,206,edisonn206.xlsx,GMM,5000,10,14,2:40,uniform,0.3,1,500,0,206,20,12,33,22,12,12,20,2,33,5,2,24,2,2
207,207,edisonn207.xlsx,GMM,5000,10,14,2:40,uniform,0.3,5,500,0,207,23,13,32,24,13,11,18,2,32,13,2,31,2,2
208,208,edisonn208.xlsx,GMM,5000,10,15,2:40,uniform,0.1,1,500,0,208,34,16,34,28,10,25,20,3,34,2,25,25,34,2
209,209,edisonn209.xlsx,GMM,5000,10,15,2:40,uniform,0.1,5,500,0,209,18,11,34,28,11,11,18,4,34,3,27,18,34,2
210,210,edisonn210.xlsx,GMM,5000,10,15,2:40,uniform,0.3,1,500,0,210,26,7,34,28,17,34,21,3,33,5,25,33,33,4
211,211,edisonn211.xlsx,GMM,5000,10,15,2:40,uniform,0.3,5,500,0,211,25,17,34,26,14,14,17,4,34,3,34,14,34,2
212,212,edisonn212.xlsx,GMM,5000,10,16,2:40,uniform,0.1,1,500,0,212,22,18,32,30,10,10,22,2,32,15,2,25,32,2
213,213,edisonn213.xlsx,GMM,5000,10,16,2:40,uniform,0.1,5,500,0,213,26,17,35,38,11,2,21,2,35,10,2,35,2,2
214,214,edisonn214.xlsx,GMM,5000,10,16,2:40,uniform,0.3,1,500,0,214,34,14,35,26,14,35,19,3,35,2,35,19,35,2
215,215,edisonn215.xlsx,GMM,5000,10,16,2:40,uniform,0.3,5,500,0,215,21,18,33,30,11,2,21,2,33,11,2,32,2,2
216,216,edisonn216.xlsx,GMM,5000,10,17,2:40,uniform,0.1,1,500,0,216,22,12,36,36,11,36,22,34,36,3,25,35,36,5
217,217,edisonn217.xlsx,GMM,5000,10,17,2:40,uniform,0.1,5,500,0,217,33,14,36,26,14,14,21,2,36,6,2,36,2,2
218,218,edisonn218.xlsx,GMM,5000,10,17,2:40,uniform,0.3,1,500,0,218,34,12,36,36,12,36,22,4,35,3,35,35,35,5
219,219,edisonn219.xlsx,GMM,5000,10,17,2:40,uniform,0.3,5,500,0,219,22,14,36,38,12,2,22,2,36,12,2,22,2,2
220,220,edisonn220.xlsx,GMM,5000,10,18,2:40,uniform,0.1,1,500,0,220,25,9,36,30,16,36,24,31,36,2,30,29,36,3
221,221,edisonn221.xlsx,GMM,5000,10,18,2:40,uniform,0.1,5,500,0,221,24,14,35,36,14,14,25,2,37,7,2,25,2,2
222,222,edisonn222.xlsx,GMM,5000,10,18,2:40,uniform,0.3,1,500,0,222,31,11,36,40,11,36,21,4,36,3,23,21,36,2
223,223,edisonn223.xlsx,GMM,5000,10,18,2:40,uniform,0.3,5,500,0,223,28,12,37,34,12,12,28,2,37,9,2,36,2,2
224,224,edisonn224.xlsx,GMM,5000,10,19,2:40,uniform,0.1,1,500,0,224,27,14,38,38,14,14,24,4,38,2,33,35,38,2
225,225,edisonn225.xlsx,GMM,5000,10,19,2:40,uniform,0.1,5,500,0,225,26,21,38,28,15,15,27,3,38,2,38,36,38,2
226,226,edisonn226.xlsx,GMM,5000,10,19,2:40,uniform,0.3,1,500,0,226,24,12,37,38,12,37,24,3,38,2,37,25,38,2
227,227,edisonn227.xlsx,GMM,5000,10,19,2:40,uniform,0.3,5,500,0,227,25,15,38,28,15,38,26,3,38,2,38,26,38,2
228,228,edisonn228.xlsx,GMM,5000,10,20,2:40,uniform,0.1,1,500,0,228,37,11,38,42,2,2,26,2,39,11,2,34,2,2
229,229,edisonn229.xlsx,GMM,5000,10,20,2:40,uniform,0.1,5,500,0,229,28,14,39,40,21,2,28,2,38,5,2,31,2,3
230,230,edisonn230.xlsx,GMM,5000,10,20,2:40,uniform,0.3,1,500,0,230,33,12,39,32,17,2,28,2,39,16,2,39,2,3
231,231,edisonn231.xlsx,GMM,5000,10,20,2:40,uniform,0.3,5,500,0,231,39,18,39,42,2,2,27,2,39,7,2,34,2,4
232,232,edisonn232.xlsx,GMM,5000,10,21,2:40,uniform,0.1,1,500,0,232,36,15,40,28,15,40,30,2,40,13,2,32,2,2
233,233,edisonn233.xlsx,GMM,5000,10,21,2:40,uniform,0.1,5,500,0,233,28,14,39,36,2,2,2,2,39,11,2,39,2,2
234,234,edisonn234.xlsx,GMM,5000,10,21,2:40,uniform,0.3,1,500,0,234,33,9,40,40,2,39,25,2,39,5,2,32,2,2
235,235,edisonn235.xlsx,GMM,5000,10,21,2:40,uniform,0.3,5,500,0,235,29,15,40,28,15,2,2,2,40,12,2,35,2,2
236,236,edisonn236.xlsx,GMM,5000,10,22,2:40,uniform,0.1,1,500,0,236,31,25,41,48,13,13,28,4,41,3,41,35,39,4
237,237,edisonn237.xlsx,GMM,5000,10,22,2:40,uniform,0.1,5,500,0,237,32,13,41,52,13,41,27,3,41,8,40,39,41,2
238,238,edisonn238.xlsx,GMM,5000,10,22,2:40,uniform,0.3,1,500,0,238,36,8,41,42,22,41,22,4,41,3,39,35,39,2
239,239,edisonn239.xlsx,GMM,5000,10,22,2:40,uniform,0.3,5,500,0,239,29,11,41,56,2,41,29,2,41,7,2,34,2,2
240,240,edisonn240.xlsx,GMM,5000,10,23,2:40,uniform,0.1,1,500,0,240,40,13,42,48,13,13,29,6,42,2,32,37,42,2
241,241,edisonn241.xlsx,GMM,5000,10,23,2:40,uniform,0.1,5,500,0,241,31,17,42,38,2,2,2,2,42,16,2,38,2,2
242,242,edisonn242.xlsx,GMM,5000,10,23,2:40,uniform,0.3,1,500,0,242,38,14,42,44,14,42,34,2,42,5,2,37,42,2
243,243,edisonn243.xlsx,GMM,5000,10,23,2:40,uniform,0.3,5,500,0,243,37,15,42,28,15,2,2,2,42,7,2,42,2,2
244,244,edisonn244.xlsx,GMM,5000,10,24,2:40,uniform,0.1,1,500,0,244,40,21,43,40,21,43,34,2,43,6,2,41,2,2
245,245,edisonn245.xlsx,GMM,5000,10,24,2:40,uniform,0.1,5,500,0,245,32,16,43,36,14,43,32,2,43,8,2,43,2,2
246,246,edisonn246.xlsx,GMM,5000,10,24,2:40,uniform,0.3,1,500,0,246,33,19,42,52,2,42,32,2,43,7,2,42,2,3
247,247,edisonn247.xlsx,GMM,5000,10,24,2:40,uniform,0.3,5,500,0,247,34,17,43,54,2,17,30,2,43,9,2,40,2,2
248,248,edisonn248.xlsx,GMM,5000,10,25,2:40,uniform,0.1,1,500,0,248,38,14,43,46,2,2,2,2,43,8,2,41,2,2
249,249,edisonn249.xlsx,GMM,5000,10,25,2:40,uniform,0.1,5,500,0,249,29,29,42,56,2,33,32,2,44,9,2,40,2,2
250,250,edisonn250.xlsx,GMM,5000,10,25,2:40,uniform,0.3,1,500,0,250,43,23,44,56,29,40,32,3,44,2,40,43,40,2
251,251,edisonn251.xlsx,GMM,5000,10,25,2:40,uniform,0.3,5,500,0,251,29,13,44,44,2,44,30,2,44,14,2,40,2,2
252,252,edisonn252.xlsx,GMM,5000,10,26,2:40,uniform,0.1,1,500,0,252,31,14,45,60,19,45,31,2,45,19,2,42,45,2
253,253,edisonn253.xlsx,GMM,5000,10,26,2:40,uniform,0.1,5,500,0,253,42,15,45,60,2,15,31,2,45,22,2,44,2,35
254,254,edisonn254.xlsx,GMM,5000,10,26,2:40,uniform,0.3,1,500,0,254,41,28,41,50,2,45,2,2,45,9,2,41,45,2
255,255,edisonn255.xlsx,GMM,5000,10,26,2:40,uniform,0.3,5,500,0,255,36,12,45,54,2,45,36,2,45,18,2,44,2,2
256,256,edisonn256.xlsx,GMM,5000,10,27,2:40,uniform,0.1,1,500,0,256,36,8,44,68,13,13,35,4,46,3,46,44,46,4
257,257,edisonn257.xlsx,GMM,5000,10,27,2:40,uniform,0.1,5,500,0,257,45,8,46,54,2,46,2,2,46,13,2,44,2,2
258,258,edisonn258.xlsx,GMM,5000,10,27,2:40,uniform,0.3,1,500,0,258,36,18,46,52,27,36,36,4,46,3,40,43,46,2
259,259,edisonn259.xlsx,GMM,5000,10,27,2:40,uniform,0.3,5,500,0,259,39,15,46,44,2,2,2,2,46,32,2,46,2,2
260,260,edisonn260.xlsx,GMM,5000,10,28,2:40,uniform,0.1,1,500,0,260,41,7,47,46,2,47,2,2,47,13,2,44,2,3
261,261,edisonn261.xlsx,GMM,5000,10,28,2:40,uniform,0.1,5,500,0,261,40,9,47,60,2,2,2,2,47,26,2,42,2,2
262,262,edisonn262.xlsx,GMM,5000,10,28,2:40,uniform,0.3,1,500,0,262,37,7,46,40,2,2,2,2,46,14,2,45,2,2
263,263,edisonn263.xlsx,GMM,5000,10,28,2:40,uniform,0.3,5,500,0,263,40,9,47,52,2,2,2,2,47,26,2,40,2,2
264,264,edisonn264.xlsx,GMM,5000,10,29,2:40,uniform,0.1,1,500,0,264,48,7,48,62,32,48,39,4,48,6,48,48,48,5
265,265,edisonn265.xlsx,GMM,5000,10,29,2:40,uniform,0.1,5,500,0,265,43,6,48,58,2,2,2,2,48,18,2,47,2,2
266,266,edisonn266.xlsx,GMM,5000,10,29,2:40,uniform,0.3,1,500,0,266,48,12,48,68,2,48,2,2,48,7,2,48,2,5
267,267,edisonn267.xlsx,GMM,5000,10,29,2:40,uniform,0.3,5,500,0,267,47,10,48,70,2,2,2,2,48,16,2,48,2,2
268,268,edisonn268.xlsx,GMM,5000,10,30,2:40,uniform,0.1,1,500,0,268,41,14,49,64,2,49,2,2,49,28,2,49,2,2
269,269,edisonn269.xlsx,GMM,5000,10,30,2:40,uniform,0.1,5,500,0,269,35,13,48,68,2,2,2,2,48,23,2,46,2,4
270,270,edisonn270.xlsx,GMM,5000,10,30,2:40,uniform,0.3,1,500,0,270,42,13,49,54,2,45,2,2,49,21,2,48,2,2
271,271,edisonn271.xlsx,GMM,5000,10,30,2:40,uniform,0.3,5,500,0,271,48,13,49,64,2,49,2,2,49,21,2,46,2,4
272,272,edisonn272.xlsx,GMM,5000,10,31,2:40,uniform,0.1,1,500,0,272,39,17,50,68,17,50,41,3,50,2,49,50,50,2
273,273,edisonn273.xlsx,GMM,5000,10,31,2:40,uniform,0.1,5,500,0,273,45,9,49,64,2,2,2,2,50,22,2,49,2,2
274,274,edisonn274.xlsx,GMM,5000,10,31,2:40,uniform,0.3,1,500,0,274,45,10,49,60,31,49,44,3,49,2,44,48,49,2
275,275,edisonn275.xlsx,GMM,5000,10,31,2:40,uniform,0.3,5,500,0,275,44,30,50,64,2,2,2,2,50,17,2,45,2,2
276,276,edisonn276.xlsx,GMM,5000,10,32,2:40,uniform,0.1,1,500,0,276,45,11,50,62,2,2,2,2,51,26,2,45,2,2
277,277,edisonn277.xlsx,GMM,5000,10,32,2:40,uniform,0.1,5,500,0,277,43,15,51,58,2,51,2,2,51,22,2,49,2,3
278,278,edisonn278.xlsx,GMM,5000,10,32,2:40,uniform,0.3,1,500,0,278,48,31,51,72,27,41,44,3,51,2,45,50,51,2
279,279,edisonn279.xlsx,GMM,5000,10,32,2:40,uniform,0.3,5,500,0,279,47,13,51,64,2,51,2,2,51,20,2,46,2,3
280,280,edisonn280.xlsx,GMM,5000,10,33,2:40,uniform,0.1,1,500,0,280,52,11,52,62,2,52,2,2,52,28,2,52,2,2
281,281,edisonn281.xlsx,GMM,5000,10,33,2:40,uniform,0.1,5,500,0,281,49,15,52,78,2,2,2,2,52,27,2,49,2,17
282,282,edisonn282.xlsx,GMM,5000,10,33,2:40,uniform,0.3,1,500,0,282,50,28,52,66,2,44,2,2,52,18,2,48,2,2
283,283,edisonn283.xlsx,GMM,5000,10,33,2:40,uniform,0.3,5,500,0,283,49,35,51,68,2,2,2,2,52,30,2,47,2,2
284,284,edisonn284.xlsx,GMM,5000,10,34,2:40,uniform,0.1,1,500,0,284,50,4,52,74,2,52,2,2,52,27,2,52,2,2
285,285,edisonn285.xlsx,GMM,5000,10,34,2:40,uniform,0.1,5,500,0,285,49,12,53,76,2,2,2,2,53,27,2,53,2,2
286,286,edisonn286.xlsx,GMM,5000,10,34,2:40,uniform,0.3,1,500,0,286,49,24,53,82,2,2,2,2,53,28,2,51,2,2
287,287,edisonn287.xlsx,GMM,5000,10,34,2:40,uniform,0.3,5,500,0,287,43,34,52,84,2,2,2,2,53,28,2,52,2,2
288,288,edisonn288.xlsx,GMM,5000,10,35,2:40,uniform,0.1,1,500,0,288,47,30,54,80,2,2,2,2,54,30,2,54,2,2
289,289,edisonn289.xlsx,GMM,5000,10,35,2:40,uniform,0.1,5,500,0,289,50,19,54,74,2,2,2,2,54,36,2,54,2,3
290,290,edisonn290.xlsx,GMM,5000,10,35,2:40,uniform,0.3,1,500,0,290,43,43,54,74,2,2,2,2,54,10,2,52,2,2
291,291,edisonn291.xlsx,GMM,5000,10,35,2:40,uniform,0.3,5,500,0,291,53,30,53,66,2,2,2,2,54,27,2,53,2,3
292,292,edisonn292.xlsx,GMM,5000,10,36,2:40,uniform,0.1,1,500,0,292,53,9,55,76,2,2,2,2,55,30,2,50,2,2
293,293,edisonn293.xlsx,GMM,5000,10,36,2:40,uniform,0.1,5,500,0,293,49,19,54,88,2,2,2,2,54,28,2,52,2,3
294,294,edisonn294.xlsx,GMM,5000,10,36,2:40,uniform,0.3,1,500,0,294,50,8,54,90,2,2,2,2,55,33,2,50,2,2
295,295,edisonn295.xlsx,GMM,5000,10,36,2:40,uniform,0.3,5,500,0,295,47,6,55,90,2,2,2,2,55,46,2,55,2,3
296,296,edisonn296.xlsx,GMM,5000,10,37,2:40,uniform,0.1,1,500,0,296,53,13,56,98,2,56,2,2,56,18,2,56,2,6
297,297,edisonn297.xlsx,GMM,5000,10,37,2:40,uniform,0.1,5,500,0,297,47,19,56,82,42,56,3,3,56,2,54,56,56,2
298,298,edisonn298.xlsx,GMM,5000,10,37,2:40,uniform,0.3,1,500,0,298,56,23,56,76,2,2,2,2,56,23,2,56,2,2
299,299,edisonn299.xlsx,GMM,5000,10,37,2:40,uniform,0.3,5,500,0,299,53,17,56,82,46,56,54,3,56,2,45,56,56,2
300,300,edisonn300.xlsx,GMM,5000,10,38,2:40,uniform,0.1,1,500,0,300,50,15,57,88,2,57,2,2,57,21,2,56,2,2
301,301,edisonn301.xlsx,GMM,5000,10,38,2:40,uniform,0.1,5,500,0,301,54,18,57,90,2,57,2,2,57,21,2,56,2,3
302,302,edisonn302.xlsx,GMM,5000,10,38,2:40,uniform,0.3,1,500,0,302,47,7,57,90,2,57,2,2,57,19,2,57,2,2
303,303,edisonn303.xlsx,GMM,5000,10,38,2:40,uniform,0.3,5,500,0,303,56,17,57,80,2,57,2,2,57,20,2,56,2,3
304,304,edisonn304.xlsx,GMM,5000,10,39,2:40,uniform,0.1,1,500,0,304,57,15,58,92,2,2,2,2,57,46,2,56,2,2
305,305,edisonn305.xlsx,GMM,5000,10,39,2:40,uniform,0.1,5,500,0,305,58,15,58,88,2,56,2,2,58,37,2,58,2,4
306,306,edisonn306.xlsx,GMM,5000,10,39,2:40,uniform,0.3,1,500,0,306,58,9,58,92,2,2,2,2,58,56,2,58,2,2
307,307,edisonn307.xlsx,GMM,5000,10,39,2:40,uniform,0.3,5,500,0,307,49,18,58,94,2,2,2,2,58,34,2,58,2,4
308,308,edisonn308.xlsx,GMM,5000,10,40,2:40,uniform,0.1,1,500,0,308,58,10,59,76,2,57,2,2,59,27,2,57,2,2
309,309,edisonn309.xlsx,GMM,5000,10,40,2:40,uniform,0.1,5,500,0,309,56,15,59,84,2,59,2,2,59,31,2,58,2,4
310,310,edisonn310.xlsx,GMM,5000,10,40,2:40,uniform,0.3,1,500,0,310,58,17,59,84,2,59,2,2,59,37,2,59,2,2
311,311,edisonn311.xlsx,GMM,5000,10,40,2:40,uniform,0.3,5,500,0,311,52,13,58,92,2,58,2,2,58,20,2,59,2,4
312,312,edisonn312.xlsx,GMM,5000,20,2,2:40,uniform,0.1,1,500,0,312,16,3,21,4,3,3,3,3,19,2,3,3,19,3
313,313,edisonn313.xlsx,GMM,5000,20,2,2:40,uniform,0.1,5,500,0,313,3,3,21,4,3,2,3,2,21,3,2,3,2,3
314,314,edisonn314.xlsx,GMM,5000,20,2,2:40,uniform,0.3,1,500,0,314,14,3,21,4,3,3,3,3,4,20,3,3,4,11
315,315,edisonn315.xlsx,GMM,5000,20,2,2:40,uniform,0.3,5,500,0,315,3,3,21,4,3,2,3,2,20,3,2,3,2,3
316,316,edisonn316.xlsx,GMM,5000,20,3,2:40,uniform,0.1,1,500,0,316,15,4,19,6,4,4,4,2,19,21,4,4,19,4
317,317,edisonn317.xlsx,GMM,5000,20,3,2:40,uniform,0.1,5,500,0,317,4,4,22,6,4,4,4,2,22,3,4,4,2,4
318,318,edisonn318.xlsx,GMM,5000,20,3,2:40,uniform,0.3,1,500,0,318,8,4,22,6,4,4,4,2,5,22,4,4,2,12
319,319,edisonn319.xlsx,GMM,5000,20,3,2:40,uniform,0.3,5,500,0,319,4,4,21,6,4,4,4,2,21,3,4,4,2,4
320,320,edisonn320.xlsx,GMM,5000,20,4,2:40,uniform,0.1,1,500,0,320,20,5,23,8,5,4,5,4,23,2,4,5,23,5
321,321,edisonn321.xlsx,GMM,5000,20,4,2:40,uniform,0.1,5,500,0,321,5,5,23,8,5,4,5,3,23,2,5,5,23,5
322,322,edisonn322.xlsx,GMM,5000,20,4,2:40,uniform,0.3,1,500,0,322,10,5,23,8,5,4,5,4,8,2,4,5,8,13
323,323,edisonn323.xlsx,GMM,5000,20,4,2:40,uniform,0.3,5,500,0,323,5,5,23,8,5,4,5,3,23,2,5,5,23,4
324,324,edisonn324.xlsx,GMM,5000,20,5,2:40,uniform,0.1,1,500,0,324,7,5,24,12,5,24,7,2,24,4,2,7,2,2
325,325,edisonn325.xlsx,GMM,5000,20,5,2:40,uniform,0.1,5,500,0,325,6,6,24,10,6,6,6,4,24,2,6,6,24,6
326,326,edisonn326.xlsx,GMM,5000,20,5,2:40,uniform,0.3,1,500,0,326,19,6,24,10,6,6,6,4,12,2,6,6,12,14
327,327,edisonn327.xlsx,GMM,5000,20,5,2:40,uniform,0.3,5,500,0,327,6,6,24,10,6,6,6,3,23,2,6,6,23,3
328,328,edisonn328.xlsx,GMM,5000,20,6,2:40,uniform,0.1,1,500,0,328,8,5,24,14,5,20,8,2,25,3,2,8,2,2
329,329,edisonn329.xlsx,GMM,5000,20,6,2:40,uniform,0.1,5,500,0,329,7,7,25,12,7,7,7,3,25,2,7,7,25,3
330,330,edisonn330.xlsx,GMM,5000,20,6,2:40,uniform,0.3,1,500,0,330,7,7,25,12,7,7,7,2,16,22,7,7,2,15
331,331,edisonn331.xlsx,GMM,5000,20,6,2:40,uniform,0.3,5,500,0,331,7,7,25,12,7,7,7,3,25,2,7,7,21,3
332,332,edisonn332.xlsx,GMM,5000,20,7,2:40,uniform,0.1,1,500,0,332,8,8,26,14,8,8,8,3,26,2,8,8,26,3
333,333,edisonn333.xlsx,GMM,5000,20,7,2:40,uniform,0.1,5,500,0,333,8,8,26,14,8,8,8,3,26,2,8,8,26,3
334,334,edisonn334.xlsx,GMM,5000,20,7,2:40,uniform,0.3,1,500,0,334,8,8,26,14,8,8,8,4,13,2,8,8,13,16
335,335,edisonn335.xlsx,GMM,5000,20,7,2:40,uniform,0.3,5,500,0,335,8,8,26,14,8,8,8,3,25,2,8,8,24,3
336,336,edisonn336.xlsx,GMM,5000,20,8,2:40,uniform,0.1,1,500,0,336,10,7,27,18,7,11,10,2,27,3,2,10,2,2
337,337,edisonn337.xlsx,GMM,5000,20,8,2:40,uniform,0.1,5,500,0,337,10,8,27,14,8,8,10,2,27,3,2,8,2,3
338,338,edisonn338.xlsx,GMM,5000,20,8,2:40,uniform,0.3,1,500,0,338,22,8,27,14,8,8,10,2,16,19,2,8,2,2
339,339,edisonn339.xlsx,GMM,5000,20,8,2:40,uniform,0.3,5,500,0,339,11,8,27,14,8,8,8,2,27,4,2,8,2,3
340,340,edisonn340.xlsx,GMM,5000,20,9,2:40,uniform,0.1,1,500,0,340,14,8,28,22,8,2,12,2,28,3,2,28,2,2
341,341,edisonn341.xlsx,GMM,5000,20,9,2:40,uniform,0.1,5,500,0,341,11,9,27,16,9,9,11,2,27,3,2,11,2,10
342,342,edisonn342.xlsx,GMM,5000,20,9,2:40,uniform,0.3,1,500,0,342,19,8,27,14,8,2,12,2,27,5,2,27,2,2
343,343,edisonn343.xlsx,GMM,5000,20,9,2:40,uniform,0.3,5,500,0,343,10,10,27,18,10,10,10,2,27,3,10,10,2,10
344,344,edisonn344.xlsx,GMM,5000,20,10,2:40,uniform,0.1,1,500,0,344,12,6,29,18,10,29,12,2,29,4,2,12,2,2
345,345,edisonn345.xlsx,GMM,5000,20,10,2:40,uniform,0.1,5,500,0,345,19,9,29,16,9,9,13,9,29,2,9,27,29,3
346,346,edisonn346.xlsx,GMM,5000,20,10,2:40,uniform,0.3,1,500,0,346,11,2,29,20,11,11,11,2,24,3,11,11,2,2
347,347,edisonn347.xlsx,GMM,5000,20,10,2:40,uniform,0.3,5,500,0,347,11,11,29,20,11,11,11,3,29,2,11,11,29,3
348,348,edisonn348.xlsx,GMM,5000,20,11,2:40,uniform,0.1,1,500,0,348,13,11,30,20,11,11,13,6,30,2,11,11,30,3
349,349,edisonn349.xlsx,GMM,5000,20,11,2:40,uniform,0.1,5,500,0,349,13,11,30,20,11,11,13,2,30,5,2,11,2,8
350,350,edisonn350.xlsx,GMM,5000,20,11,2:40,uniform,0.3,1,500,0,350,13,13,30,24,10,13,13,4,28,5,10,13,28,3
351,351,edisonn351.xlsx,GMM,5000,20,11,2:40,uniform,0.3,5,500,0,351,13,10,30,24,10,30,13,2,30,8,2,30,2,12
352,352,edisonn352.xlsx,GMM,5000,20,12,2:40,uniform,0.1,1,500,0,352,18,12,30,20,11,11,17,2,30,6,11,22,2,2
353,353,edisonn353.xlsx,GMM,5000,20,12,2:40,uniform,0.1,5,500,0,353,17,10,29,24,10,29,16,2,29,6,2,29,2,15
354,354,edisonn354.xlsx,GMM,5000,20,12,2:40,uniform,0.3,1,500,0,354,13,13,29,24,13,13,13,2,29,5,13,13,2,6
355,355,edisonn355.xlsx,GMM,5000,20,12,2:40,uniform,0.3,5,500,0,355,15,9,31,24,9,31,15,2,30,5,2,23,2,15
356,356,edisonn356.xlsx,GMM,5000,20,13,2:40,uniform,0.1,1,500,0,356,26,11,32,20,11,32,19,4,32,2,11,29,32,2
357,357,edisonn357.xlsx,GMM,5000,20,13,2:40,uniform,0.1,5,500,0,357,17,17,32,20,11,2,17,2,32,7,2,32,2,4
358,358,edisonn358.xlsx,GMM,5000,20,13,2:40,uniform,0.3,1,500,0,358,16,16,31,24,13,13,16,3,32,2,13,13,32,2
359,359,edisonn359.xlsx,GMM,5000,20,13,2:40,uniform,0.3,5,500,0,359,21,7,32,20,11,2,18,2,32,6,2,28,2,5
360,360,edisonn360.xlsx,GMM,5000,20,14,2:40,uniform,0.1,1,500,0,360,19,14,33,26,14,14,19,2,33,7,2,14,2,2
361,361,edisonn361.xlsx,GMM,5000,20,14,2:40,uniform,0.1,5,500,0,361,17,12,33,22,12,2,17,2,33,7,2,32,2,19
362,362,edisonn362.xlsx,GMM,5000,20,14,2:40,uniform,0.3,1,500,0,362,17,18,33,26,14,14,14,2,33,5,2,14,2,2
363,363,edisonn363.xlsx,GMM,5000,20,14,2:40,uniform,0.3,5,500,0,363,17,14,32,24,13,2,17,2,32,6,2,32,2,16
364,364,edisonn364.xlsx,GMM,5000,20,15,2:40,uniform,0.1,1,500,0,364,23,13,34,24,13,2,17,2,34,3,2,32,2,8
365,365,edisonn365.xlsx,GMM,5000,20,15,2:40,uniform,0.1,5,500,0,365,21,16,33,22,12,2,21,2,33,6,2,28,2,4
366,366,edisonn366.xlsx,GMM,5000,20,15,2:40,uniform,0.3,1,500,0,366,18,18,33,34,13,2,18,2,33,3,2,25,2,2
