index,N_object,Name,Algoritmos de clustering,samples,n_feats,k_real,k_GMM,distributions,compactness_factor,alpha_n,outliers,add_noise,index,silluette,bh,rtl,sd,db,xb,ch,dnn,mr,pb,rt,wg,c,UW
367,367,edisonn367.xlsx,GMM,5000,20,15,2:40,uniform,0.3,5,500,0,367,19,10,34,28,2,2,19,2,33,5,2,32,2,4
368,368,edisonn368.xlsx,GMM,5000,20,16,2:40,uniform,0.1,1,500,0,368,20,14,35,32,14,35,20,2,35,5,2,35,2,3
369,369,edisonn369.xlsx,GMM,5000,20,16,2:40,uniform,0.1,5,500,0,369,21,11,35,30,11,2,20,2,35,9,2,35,2,4
370,370,edisonn370.xlsx,GMM,5000,20,16,2:40,uniform,0.3,1,500,0,370,19,2,35,30,16,35,19,2,35,3,2,16,2,4
371,371,edisonn371.xlsx,GMM,5000,20,16,2:40,uniform,0.3,5,500,0,371,17,12,35,28,15,2,17,2,35,6,2,15,2,17
372,372,edisonn372.xlsx,GMM,5000,20,17,2:40,uniform,0.1,1,500,0,372,19,19,36,32,15,34,19,3,36,2,15,34,36,2
373,373,edisonn373.xlsx,GMM,5000,20,17,2:40,uniform,0.1,5,500,0,373,17,17,36,32,17,17,17,3,36,2,17,17,36,18
374,374,edisonn374.xlsx,GMM,5000,20,17,2:40,uniform,0.3,1,500,0,374,20,15,35,38,14,35,20,4,35,3,14,20,35,2
375,375,edisonn375.xlsx,GMM,5000,20,17,2:40,uniform,0.3,5,500,0,375,21,19,34,32,17,34,21,2,36,6,2,17,2,19
376,376,edisonn376.xlsx,GMM,5000,20,18,2:40,uniform,0.1,1,500,0,376,21,11,37,40,2,37,21,2,37,6,2,23,2,2
377,377,edisonn377.xlsx,GMM,5000,20,18,2:40,uniform,0.1,5,500,0,377,23,16,36,44,2,36,23,2,36,12,2,36,2,13
378,378,edisonn378.xlsx,GMM,5000,20,18,2:40,uniform,0.3,1,500,0,378,27,22,33,36,2,2,2,2,37,7,2,31,2,2
379,379,edisonn379.xlsx,GMM,5000,20,18,2:40,uniform,0.3,5,500,0,379,23,23,36,44,13,23,23,2,36,12,2,33,2,27
380,380,edisonn380.xlsx,GMM,5000,20,19,2:40,uniform,0.1,1,500,0,380,23,18,37,44,14,38,23,2,38,7,2,24,2,2
381,381,edisonn381.xlsx,GMM,5000,20,19,2:40,uniform,0.1,5,500,0,381,28,18,37,28,15,2,23,2,38,6,2,34,2,28
382,382,edisonn382.xlsx,GMM,5000,20,19,2:40,uniform,0.3,1,500,0,382,23,23,37,32,17,37,23,2,37,6,2,33,2,2
383,383,edisonn383.xlsx,GMM,5000,20,19,2:40,uniform,0.3,5,500,0,383,29,15,37,28,15,2,22,2,38,8,2,38,2,22
384,384,edisonn384.xlsx,GMM,5000,20,20,2:40,uniform,0.1,1,500,0,384,27,17,35,32,17,35,27,2,39,9,2,35,2,7
385,385,edisonn385.xlsx,GMM,5000,20,20,2:40,uniform,0.1,5,500,0,385,21,21,39,40,14,2,21,2,39,5,2,34,2,4
386,386,edisonn386.xlsx,GMM,5000,20,20,2:40,uniform,0.3,1,500,0,386,21,25,39,40,2,39,21,2,39,11,2,31,2,4
387,387,edisonn387.xlsx,GMM,5000,20,20,2:40,uniform,0.3,5,500,0,387,22,22,39,42,18,18,22,2,39,8,2,39,2,4
388,388,edisonn388.xlsx,GMM,5000,20,21,2:40,uniform,0.1,1,500,0,388,38,15,40,40,2,40,2,2,40,5,2,40,2,3
389,389,edisonn389.xlsx,GMM,5000,20,21,2:40,uniform,0.1,5,500,0,389,31,23,40,44,2,38,26,2,40,5,2,40,2,22
390,390,edisonn390.xlsx,GMM,5000,20,21,2:40,uniform,0.3,1,500,0,390,26,12,40,50,2,40,2,2,40,8,2,39,2,3
391,391,edisonn391.xlsx,GMM,5000,20,21,2:40,uniform,0.3,5,500,0,391,25,22,37,42,2,2,25,2,40,5,2,37,2,22
392,392,edisonn392.xlsx,GMM,5000,20,22,2:40,uniform,0.1,1,500,0,392,29,26,41,36,19,41,26,2,41,11,2,38,2,5
393,393,edisonn393.xlsx,GMM,5000,20,22,2:40,uniform,0.1,5,500,0,393,28,28,39,48,2,34,2,2,41,7,2,35,2,23
394,394,edisonn394.xlsx,GMM,5000,20,22,2:40,uniform,0.3,1,500,0,394,28,23,41,38,20,41,2,2,41,7,2,20,2,2
395,395,edisonn395.xlsx,GMM,5000,20,22,2:40,uniform,0.3,5,500,0,395,38,27,40,46,17,35,2,2,40,6,2,38,2,15
396,396,edisonn396.xlsx,GMM,5000,20,23,2:40,uniform,0.1,1,500,0,396,39,22,42,48,13,42,32,3,42,2,40,38,42,2
397,397,edisonn397.xlsx,GMM,5000,20,23,2:40,uniform,0.1,5,500,0,397,28,18,42,54,2,42,2,2,42,9,2,36,2,4
398,398,edisonn398.xlsx,GMM,5000,20,23,2:40,uniform,0.3,1,500,0,398,28,6,42,40,2,42,2,2,42,7,2,36,2,4
399,399,edisonn399.xlsx,GMM,5000,20,23,2:40,uniform,0.3,5,500,0,399,31,17,42,46,17,34,2,2,42,11,2,42,2,4
400,400,edisonn400.xlsx,GMM,5000,20,24,2:40,uniform,0.1,1,500,0,400,29,14,43,54,14,31,28,2,43,6,2,43,2,4
401,401,edisonn401.xlsx,GMM,5000,20,24,2:40,uniform,0.1,5,500,0,401,31,15,43,58,2,34,2,2,43,6,2,43,2,30
402,402,edisonn402.xlsx,GMM,5000,20,24,2:40,uniform,0.3,1,500,0,402,33,28,43,46,2,43,2,2,43,7,2,43,2,3
403,403,edisonn403.xlsx,GMM,5000,20,24,2:40,uniform,0.3,5,500,0,403,31,18,43,46,2,43,2,2,43,16,2,37,2,30
404,404,edisonn404.xlsx,GMM,5000,20,25,2:40,uniform,0.1,1,500,0,404,32,15,44,56,2,44,2,2,44,7,2,44,2,2
405,405,edisonn405.xlsx,GMM,5000,20,25,2:40,uniform,0.1,5,500,0,405,40,13,43,54,2,2,2,2,44,9,2,41,2,5
406,406,edisonn406.xlsx,GMM,5000,20,25,2:40,uniform,0.3,1,500,0,406,36,31,44,58,2,44,2,2,44,15,2,37,2,2
407,407,edisonn407.xlsx,GMM,5000,20,25,2:40,uniform,0.3,5,500,0,407,30,25,43,58,2,2,2,2,44,9,2,43,2,5
408,408,edisonn408.xlsx,GMM,5000,20,26,2:40,uniform,0.1,1,500,0,408,36,24,45,46,2,2,2,2,45,15,2,45,2,3
409,409,edisonn409.xlsx,GMM,5000,20,26,2:40,uniform,0.1,5,500,0,409,40,20,43,50,20,2,2,2,43,10,2,44,2,11
410,410,edisonn410.xlsx,GMM,5000,20,26,2:40,uniform,0.3,1,500,0,410,37,31,45,58,2,45,2,2,45,15,2,45,2,10
411,411,edisonn411.xlsx,GMM,5000,20,26,2:40,uniform,0.3,5,500,0,411,35,6,45,50,2,2,2,2,45,8,2,45,2,2
412,412,edisonn412.xlsx,GMM,5000,20,27,2:40,uniform,0.1,1,500,0,412,39,14,45,64,2,36,2,2,45,15,2,45,2,4
413,413,edisonn413.xlsx,GMM,5000,20,27,2:40,uniform,0.1,5,500,0,413,36,19,46,62,2,46,2,2,46,15,2,46,2,8
414,414,edisonn414.xlsx,GMM,5000,20,27,2:40,uniform,0.3,1,500,0,414,37,5,46,56,2,38,2,2,46,17,2,37,2,2
415,415,edisonn415.xlsx,GMM,5000,20,27,2:40,uniform,0.3,5,500,0,415,36,21,46,40,2,2,2,2,46,9,2,45,2,35
416,416,edisonn416.xlsx,GMM,5000,20,28,2:40,uniform,0.1,1,500,0,416,37,20,47,50,2,2,2,2,47,15,2,47,2,5
417,417,edisonn417.xlsx,GMM,5000,20,28,2:40,uniform,0.1,5,500,0,417,34,12,47,58,2,2,2,2,47,13,2,40,2,35
418,418,edisonn418.xlsx,GMM,5000,20,28,2:40,uniform,0.3,1,500,0,418,40,8,47,60,2,2,2,2,47,12,2,43,2,3
419,419,edisonn419.xlsx,GMM,5000,20,28,2:40,uniform,0.3,5,500,0,419,42,28,47,54,2,41,2,2,47,9,2,45,2,5
420,420,edisonn420.xlsx,GMM,5000,20,29,2:40,uniform,0.1,1,500,0,420,44,18,48,62,2,48,2,2,48,9,2,48,2,3
421,421,edisonn421.xlsx,GMM,5000,20,29,2:40,uniform,0.1,5,500,0,421,38,10,48,62,2,2,2,2,48,19,2,47,2,36
422,422,edisonn422.xlsx,GMM,5000,20,29,2:40,uniform,0.3,1,500,0,422,42,9,48,54,2,41,2,2,48,15,2,47,2,4
423,423,edisonn423.xlsx,GMM,5000,20,29,2:40,uniform,0.3,5,500,0,423,34,9,48,64,2,2,2,2,48,14,2,43,2,37
424,424,edisonn424.xlsx,GMM,5000,20,30,2:40,uniform,0.1,1,500,0,424,40,25,49,66,2,49,2,2,49,6,2,47,2,7
425,425,edisonn425.xlsx,GMM,5000,20,30,2:40,uniform,0.1,5,500,0,425,37,32,47,60,2,48,2,2,49,15,2,44,2,34
426,426,edisonn426.xlsx,GMM,5000,20,30,2:40,uniform,0.3,1,500,0,426,39,29,49,54,2,41,2,2,49,8,2,49,2,2
427,427,edisonn427.xlsx,GMM,5000,20,30,2:40,uniform,0.3,5,500,0,427,41,15,49,68,2,42,2,2,49,13,2,41,2,2
428,428,edisonn428.xlsx,GMM,5000,20,31,2:40,uniform,0.1,1,500,0,428,36,21,50,70,2,50,2,2,50,10,2,46,2,2
429,429,edisonn429.xlsx,GMM,5000,20,31,2:40,uniform,0.1,5,500,0,429,41,31,50,56,2,2,2,2,50,17,2,47,2,36
430,430,edisonn430.xlsx,GMM,5000,20,31,2:40,uniform,0.3,1,500,0,430,44,32,49,62,2,45,2,2,50,14,2,45,2,2
431,431,edisonn431.xlsx,GMM,5000,20,31,2:40,uniform,0.3,5,500,0,431,41,18,50,72,2,2,2,2,50,9,2,50,2,35
432,432,edisonn432.xlsx,GMM,5000,20,32,2:40,uniform,0.1,1,500,0,432,39,20,51,72,2,51,2,2,51,14,2,51,2,4
433,433,edisonn433.xlsx,GMM,5000,20,32,2:40,uniform,0.1,5,500,0,433,40,30,51,64,2,2,2,2,51,25,2,46,2,38
434,434,edisonn434.xlsx,GMM,5000,20,32,2:40,uniform,0.3,1,500,0,434,41,16,51,60,2,51,2,2,51,15,2,51,2,3
435,435,edisonn435.xlsx,GMM,5000,20,32,2:40,uniform,0.3,5,500,0,435,38,32,51,62,2,2,2,2,51,10,2,43,2,5
436,436,edisonn436.xlsx,GMM,5000,20,33,2:40,uniform,0.1,1,500,0,436,44,29,52,52,2,52,2,2,52,13,2,52,2,2
437,437,edisonn437.xlsx,GMM,5000,20,33,2:40,uniform,0.1,5,500,0,437,39,36,52,66,2,2,2,2,52,12,2,43,2,40
438,438,edisonn438.xlsx,GMM,5000,20,33,2:40,uniform,0.3,1,500,0,438,42,35,51,66,2,2,2,2,51,9,2,45,2,4
439,439,edisonn439.xlsx,GMM,5000,20,33,2:40,uniform,0.3,5,500,0,439,37,37,52,72,2,48,2,2,52,14,2,50,2,2
440,440,edisonn440.xlsx,GMM,5000,20,34,2:40,uniform,0.1,1,500,0,440,42,28,51,78,2,44,2,2,51,12,2,42,2,4
441,441,edisonn441.xlsx,GMM,5000,20,34,2:40,uniform,0.1,5,500,0,441,49,31,53,56,2,2,2,2,53,16,2,51,2,43
442,442,edisonn442.xlsx,GMM,5000,20,34,2:40,uniform,0.3,1,500,0,442,44,18,53,78,2,2,2,2,53,15,2,50,2,3
443,443,edisonn443.xlsx,GMM,5000,20,34,2:40,uniform,0.3,5,500,0,443,47,37,53,62,2,2,2,2,53,15,2,53,2,2
444,444,edisonn444.xlsx,GMM,5000,20,35,2:40,uniform,0.1,1,500,0,444,47,42,54,80,29,54,3,3,54,2,54,54,54,4
445,445,edisonn445.xlsx,GMM,5000,20,35,2:40,uniform,0.1,5,500,0,445,45,41,54,80,2,2,2,2,54,20,2,49,2,43
446,446,edisonn446.xlsx,GMM,5000,20,35,2:40,uniform,0.3,1,500,0,446,43,39,54,76,2,54,2,2,54,12,2,49,2,4
447,447,edisonn447.xlsx,GMM,5000,20,35,2:40,uniform,0.3,5,500,0,447,50,16,54,80,2,54,2,2,54,18,2,54,2,2
448,448,edisonn448.xlsx,GMM,5000,20,36,2:40,uniform,0.1,1,500,0,448,49,46,55,76,2,55,2,2,55,13,2,55,2,2
449,449,edisonn449.xlsx,GMM,5000,20,36,2:40,uniform,0.1,5,500,0,449,49,24,55,82,2,2,2,2,54,21,2,55,2,6
450,450,edisonn450.xlsx,GMM,5000,20,36,2:40,uniform,0.3,1,500,0,450,55,10,53,68,2,53,2,2,55,17,2,53,2,2
451,451,edisonn451.xlsx,GMM,5000,20,36,2:40,uniform,0.3,5,500,0,451,46,17,54,62,2,2,2,2,54,17,2,49,2,6
452,452,edisonn452.xlsx,GMM,5000,20,37,2:40,uniform,0.1,1,500,0,452,49,29,56,76,2,2,2,2,56,21,2,55,2,6
453,453,edisonn453.xlsx,GMM,5000,20,37,2:40,uniform,0.1,5,500,0,453,51,18,56,80,2,2,2,2,56,17,2,53,2,45
454,454,edisonn454.xlsx,GMM,5000,20,37,2:40,uniform,0.3,1,500,0,454,47,26,56,82,2,2,2,2,56,21,2,55,2,6
455,455,edisonn455.xlsx,GMM,5000,20,37,2:40,uniform,0.3,5,500,0,455,53,21,56,76,2,2,2,2,56,21,2,55,2,8
456,456,edisonn456.xlsx,GMM,5000,20,38,2:40,uniform,0.1,1,500,0,456,51,15,56,66,2,56,2,2,57,10,2,56,2,6
457,457,edisonn457.xlsx,GMM,5000,20,38,2:40,uniform,0.1,5,500,0,457,52,27,57,82,2,2,2,2,57,21,2,57,2,7
458,458,edisonn458.xlsx,GMM,5000,20,38,2:40,uniform,0.3,1,500,0,458,56,30,57,58,2,57,2,2,57,16,2,57,2,6
459,459,edisonn459.xlsx,GMM,5000,20,38,2:40,uniform,0.3,5,500,0,459,48,23,57,68,2,57,2,2,57,16,2,57,2,7
460,460,edisonn460.xlsx,GMM,5000,20,39,2:40,uniform,0.1,1,500,0,460,54,23,57,74,2,56,2,2,58,20,2,57,2,3
461,461,edisonn461.xlsx,GMM,5000,20,39,2:40,uniform,0.1,5,500,0,461,48,9,57,86,2,2,2,2,58,24,2,57,2,47
462,462,edisonn462.xlsx,GMM,5000,20,39,2:40,uniform,0.3,1,500,0,462,51,27,57,90,2,57,2,2,57,26,2,57,2,2
463,463,edisonn463.xlsx,GMM,5000,20,39,2:40,uniform,0.3,5,500,0,463,42,9,58,80,2,58,2,2,58,26,2,53,2,2
464,464,edisonn464.xlsx,GMM,5000,20,40,2:40,uniform,0.1,1,500,0,464,52,35,59,86,2,59,2,2,59,19,2,57,2,2
465,465,edisonn465.xlsx,GMM,5000,20,40,2:40,uniform,0.1,5,500,0,465,53,16,59,76,2,59,2,2,59,16,2,59,2,7
466,466,edisonn466.xlsx,GMM,5000,20,40,2:40,uniform,0.3,1,500,0,466,51,51,58,94,2,58,2,2,57,12,2,51,2,4
467,467,edisonn467.xlsx,GMM,5000,20,40,2:40,uniform,0.3,5,500,0,467,48,12,59,76,2,59,2,2,59,13,2,58,2,2
468,468,edisonn468.xlsx,GMM,5000,40,2,2:40,uniform,0.1,1,500,0,468,17,3,21,4,3,3,3,3,15,2,3,3,15,11
469,469,edisonn469.xlsx,GMM,5000,40,2,2:40,uniform,0.1,5,500,0,469,3,3,21,4,3,3,3,3,21,2,3,3,21,3
470,470,edisonn470.xlsx,GMM,5000,40,2,2:40,uniform,0.3,1,500,0,470,6,3,21,4,3,3,3,3,4,18,3,3,4,11
471,471,edisonn471.xlsx,GMM,5000,40,2,2:40,uniform,0.3,5,500,0,471,3,3,20,4,3,3,3,3,21,2,3,3,21,3
472,472,edisonn472.xlsx,GMM,5000,40,3,2:40,uniform,0.1,1,500,0,472,21,4,21,6,4,4,4,3,21,2,4,4,21,4
473,473,edisonn473.xlsx,GMM,5000,40,3,2:40,uniform,0.1,5,500,0,473,12,3,22,8,3,22,5,3,22,2,3,14,3,4
474,474,edisonn474.xlsx,GMM,5000,40,3,2:40,uniform,0.3,1,500,0,474,6,4,21,6,4,4,4,3,6,22,4,4,6,10
475,475,edisonn475.xlsx,GMM,5000,40,3,2:40,uniform,0.3,5,500,0,475,22,3,21,8,3,21,5,3,21,2,3,21,3,4
476,476,edisonn476.xlsx,GMM,5000,40,4,2:40,uniform,0.1,1,500,0,476,5,5,23,8,5,5,5,4,22,2,5,5,22,2
477,477,edisonn477.xlsx,GMM,5000,40,4,2:40,uniform,0.1,5,500,0,477,6,4,23,10,4,4,6,2,23,3,2,23,2,5
478,478,edisonn478.xlsx,GMM,5000,40,4,2:40,uniform,0.3,1,500,0,478,9,5,22,8,5,5,5,4,7,23,5,5,7,13
479,479,edisonn479.xlsx,GMM,5000,40,4,2:40,uniform,0.3,5,500,0,479,6,4,23,10,4,4,6,2,23,3,2,20,2,5
480,480,edisonn480.xlsx,GMM,5000,40,5,2:40,uniform,0.1,1,500,0,480,6,6,24,10,6,6,6,2,22,3,6,6,2,6
481,481,edisonn481.xlsx,GMM,5000,40,5,2:40,uniform,0.1,5,500,0,481,6,6,24,10,6,6,6,2,24,3,6,6,2,6
482,482,edisonn482.xlsx,GMM,5000,40,5,2:40,uniform,0.3,1,500,0,482,6,6,24,10,6,12,6,2,12,23,6,6,2,14
483,483,edisonn483.xlsx,GMM,5000,40,5,2:40,uniform,0.3,5,500,0,483,6,6,23,10,6,6,6,2,24,3,6,6,2,6
484,484,edisonn484.xlsx,GMM,5000,40,6,2:40,uniform,0.1,1,500,0,484,7,7,25,12,7,7,7,3,25,2,7,7,25,3
485,485,edisonn485.xlsx,GMM,5000,40,6,2:40,uniform,0.1,5,500,0,485,7,7,25,12,7,7,7,3,25,2,7,7,25,7
486,486,edisonn486.xlsx,GMM,5000,40,6,2:40,uniform,0.3,1,500,0,486,7,7,25,12,7,7,7,3,17,2,7,7,9,3
487,487,edisonn487.xlsx,GMM,5000,40,6,2:40,uniform,0.3,5,500,0,487,7,7,23,12,7,7,7,3,25,2,7,7,25,7
488,488,edisonn488.xlsx,GMM,5000,40,7,2:40,uniform,0.1,1,500,0,488,8,8,26,14,8,8,8,2,26,3,8,8,2,4
489,489,edisonn489.xlsx,GMM,5000,40,7,2:40,uniform,0.1,5,500,0,489,8,8,25,14,8,8,8,3,26,2,8,8,25,6
490,490,edisonn490.xlsx,GMM,5000,40,7,2:40,uniform,0.3,1,500,0,490,13,6,26,16,6,13,9,4,13,2,6,9,13,4
491,491,edisonn491.xlsx,GMM,5000,40,7,2:40,uniform,0.3,5,500,0,491,8,8,26,14,8,8,8,3,26,2,8,8,26,8
492,492,edisonn492.xlsx,GMM,5000,40,8,2:40,uniform,0.1,1,500,0,492,12,7,27,18,7,27,10,2,27,4,2,27,2,4
493,493,edisonn493.xlsx,GMM,5000,40,8,2:40,uniform,0.1,5,500,0,493,9,9,27,16,9,9,9,2,27,4,9,9,2,10
494,494,edisonn494.xlsx,GMM,5000,40,8,2:40,uniform,0.3,1,500,0,494,10,7,27,18,7,15,10,2,15,27,2,10,2,17
495,495,edisonn495.xlsx,GMM,5000,40,8,2:40,uniform,0.3,5,500,0,495,10,10,27,18,7,8,10,2,27,4,2,8,2,9
496,496,edisonn496.xlsx,GMM,5000,40,9,2:40,uniform,0.1,1,500,0,496,10,10,28,18,10,10,10,2,28,3,10,10,2,10
497,497,edisonn497.xlsx,GMM,5000,40,9,2:40,uniform,0.1,5,500,0,497,11,7,28,20,7,11,11,2,28,4,2,18,2,18
498,498,edisonn498.xlsx,GMM,5000,40,9,2:40,uniform,0.3,1,500,0,498,14,9,28,16,9,28,9,2,28,4,2,9,2,5
499,499,edisonn499.xlsx,GMM,5000,40,9,2:40,uniform,0.3,5,500,0,499,10,10,28,18,10,10,10,2,28,4,10,10,2,14
500,500,edisonn500.xlsx,GMM,5000,40,10,2:40,uniform,0.1,1,500,0,500,16,10,28,18,10,10,10,2,28,5,10,10,2,5
501,501,edisonn501.xlsx,GMM,5000,40,10,2:40,uniform,0.1,5,500,0,501,15,12,29,22,9,2,12,2,29,7,2,29,2,11
502,502,edisonn502.xlsx,GMM,5000,40,10,2:40,uniform,0.3,1,500,0,502,13,9,29,16,2,28,13,2,28,4,2,20,2,5
503,503,edisonn503.xlsx,GMM,5000,40,10,2:40,uniform,0.3,5,500,0,503,12,10,29,18,10,10,12,2,29,6,2,10,2,11
504,504,edisonn504.xlsx,GMM,5000,40,11,2:40,uniform,0.1,1,500,0,504,13,11,30,20,11,11,13,3,30,2,11,11,30,12
505,505,edisonn505.xlsx,GMM,5000,40,11,2:40,uniform,0.1,5,500,0,505,16,11,30,18,10,18,15,2,30,5,2,29,2,13
506,506,edisonn506.xlsx,GMM,5000,40,11,2:40,uniform,0.3,1,500,0,506,15,15,30,24,10,30,13,2,28,3,2,10,2,12
507,507,edisonn507.xlsx,GMM,5000,40,11,2:40,uniform,0.3,5,500,0,507,13,15,30,20,11,11,13,2,29,4,2,11,2,13
508,508,edisonn508.xlsx,GMM,5000,40,12,2:40,uniform,0.1,1,500,0,508,17,15,31,18,11,11,15,2,31,4,2,29,2,16
509,509,edisonn509.xlsx,GMM,5000,40,12,2:40,uniform,0.1,5,500,0,509,15,16,31,22,12,31,15,2,31,7,2,12,2,13
510,510,edisonn510.xlsx,GMM,5000,40,12,2:40,uniform,0.3,1,500,0,510,14,15,31,22,12,12,14,2,29,6,12,12,2,13
511,511,edisonn511.xlsx,GMM,5000,40,12,2:40,uniform,0.3,5,500,0,511,14,12,31,22,12,31,14,2,31,6,2,12,2,14
512,512,edisonn512.xlsx,GMM,5000,40,13,2:40,uniform,0.1,1,500,0,512,15,13,32,24,13,31,15,3,32,2,13,13,32,14
513,513,edisonn513.xlsx,GMM,5000,40,13,2:40,uniform,0.1,5,500,0,513,15,12,32,28,2,32,15,2,32,6,2,32,2,14
514,514,edisonn514.xlsx,GMM,5000,40,13,2:40,uniform,0.3,1,500,0,514,15,13,31,24,13,24,15,6,31,2,13,13,31,2
515,515,edisonn515.xlsx,GMM,5000,40,13,2:40,uniform,0.3,5,500,0,515,15,13,31,24,13,13,15,2,31,6,2,13,2,14
516,516,edisonn516.xlsx,GMM,5000,40,14,2:40,uniform,0.1,1,500,0,516,21,10,31,28,2,31,20,2,31,4,2,31,2,15
517,517,edisonn517.xlsx,GMM,5000,40,14,2:40,uniform,0.1,5,500,0,517,18,14,32,26,14,32,18,2,32,5,2,14,2,15
518,518,edisonn518.xlsx,GMM,5000,40,14,2:40,uniform,0.3,1,500,0,518,18,16,33,26,14,14,14,2,33,5,2,14,2,2
519,519,edisonn519.xlsx,GMM,5000,40,14,2:40,uniform,0.3,5,500,0,519,15,15,31,28,15,15,15,2,31,5,2,15,2,16
520,520,edisonn520.xlsx,GMM,5000,40,15,2:40,uniform,0.1,1,500,0,520,15,15,34,28,15,34,15,2,33,5,2,15,2,16
521,521,edisonn521.xlsx,GMM,5000,40,15,2:40,uniform,0.1,5,500,0,521,22,11,34,30,2,34,16,2,34,6,2,31,2,13
522,522,edisonn522.xlsx,GMM,5000,40,15,2:40,uniform,0.3,1,500,0,522,23,14,34,26,14,34,20,2,34,7,2,14,2,17
523,523,edisonn523.xlsx,GMM,5000,40,15,2:40,uniform,0.3,5,500,0,523,16,16,34,30,16,16,16,2,34,6,2,16,2,13
524,524,edisonn524.xlsx,GMM,5000,40,16,2:40,uniform,0.1,1,500,0,524,19,12,35,32,2,35,19,2,34,5,2,33,2,17
525,525,edisonn525.xlsx,GMM,5000,40,16,2:40,uniform,0.1,5,500,0,525,18,18,35,30,16,35,18,2,35,6,2,16,2,17
526,526,edisonn526.xlsx,GMM,5000,40,16,2:40,uniform,0.3,1,500,0,526,18,13,35,34,2,23,18,2,35,5,2,26,2,17
527,527,edisonn527.xlsx,GMM,5000,40,16,2:40,uniform,0.3,5,500,0,527,19,15,35,34,15,35,18,2,33,9,2,27,2,17
528,528,edisonn528.xlsx,GMM,5000,40,17,2:40,uniform,0.1,1,500,0,528,22,19,35,34,13,35,22,2,35,5,2,35,2,20
529,529,edisonn529.xlsx,GMM,5000,40,17,2:40,uniform,0.1,5,500,0,529,20,16,36,30,16,36,20,2,36,4,2,16,2,18
530,530,edisonn530.xlsx,GMM,5000,40,17,2:40,uniform,0.3,1,500,0,530,17,17,36,32,17,35,17,2,36,10,2,17,2,18
531,531,edisonn531.xlsx,GMM,5000,40,17,2:40,uniform,0.3,5,500,0,531,24,21,36,36,2,26,21,2,36,4,2,32,2,20
532,532,edisonn532.xlsx,GMM,5000,40,18,2:40,uniform,0.1,1,500,0,532,22,18,37,34,14,37,22,2,37,7,2,37,2,20
533,533,edisonn533.xlsx,GMM,5000,40,18,2:40,uniform,0.1,5,500,0,533,20,16,36,30,16,36,2,2,37,8,2,28,2,19
534,534,edisonn534.xlsx,GMM,5000,40,18,2:40,uniform,0.3,1,500,0,534,26,16,37,30,2,36,2,2,37,9,2,33,2,2
535,535,edisonn535.xlsx,GMM,5000,40,18,2:40,uniform,0.3,5,500,0,535,22,16,37,30,2,37,2,2,37,9,2,16,2,19
536,536,edisonn536.xlsx,GMM,5000,40,19,2:40,uniform,0.1,1,500,0,536,23,17,37,32,16,37,23,2,38,7,2,37,2,20
537,537,edisonn537.xlsx,GMM,5000,40,19,2:40,uniform,0.1,5,500,0,537,24,24,38,36,2,38,2,2,38,9,2,38,2,21
538,538,edisonn538.xlsx,GMM,5000,40,19,2:40,uniform,0.3,1,500,0,538,24,25,38,34,15,29,2,2,38,6,2,38,2,2
539,539,edisonn539.xlsx,GMM,5000,40,19,2:40,uniform,0.3,5,500,0,539,19,22,38,36,18,38,2,2,38,7,2,19,2,21
540,540,edisonn540.xlsx,GMM,5000,40,20,2:40,uniform,0.1,1,500,0,540,27,24,36,34,18,36,24,2,38,8,2,36,2,23
541,541,edisonn541.xlsx,GMM,5000,40,20,2:40,uniform,0.1,5,500,0,541,22,16,39,28,2,2,2,2,38,9,2,39,2,21
542,542,edisonn542.xlsx,GMM,5000,40,20,2:40,uniform,0.3,1,500,0,542,28,17,39,32,17,39,2,2,39,6,2,35,2,2
543,543,edisonn543.xlsx,GMM,5000,40,20,2:40,uniform,0.3,5,500,0,543,20,16,39,40,16,2,2,2,39,8,2,39,2,21
544,544,edisonn544.xlsx,GMM,5000,40,21,2:40,uniform,0.1,1,500,0,544,25,26,40,44,16,40,25,3,40,2,16,40,40,22
545,545,edisonn545.xlsx,GMM,5000,40,21,2:40,uniform,0.1,5,500,0,545,31,4,38,42,2,2,2,2,40,8,2,38,2,28
546,546,edisonn546.xlsx,GMM,5000,40,21,2:40,uniform,0.3,1,500,0,546,31,16,40,48,2,40,2,2,39,9,2,40,2,2
547,547,edisonn547.xlsx,GMM,5000,40,21,2:40,uniform,0.3,5,500,0,547,21,4,39,42,19,2,2,2,40,11,2,30,2,27
548,548,edisonn548.xlsx,GMM,5000,40,22,2:40,uniform,0.1,1,500,0,548,26,10,40,44,20,41,2,2,39,3,2,35,2,30
549,549,edisonn549.xlsx,GMM,5000,40,22,2:40,uniform,0.1,5,500,0,549,26,22,41,46,2,41,2,2,41,9,2,39,2,28
550,550,edisonn550.xlsx,GMM,5000,40,22,2:40,uniform,0.3,1,500,0,550,29,2,41,46,2,41,2,2,41,3,2,38,2,2
551,551,edisonn551.xlsx,GMM,5000,40,22,2:40,uniform,0.3,5,500,0,551,32,28,41,38,2,41,2,2,41,10,2,36,2,31
552,552,edisonn552.xlsx,GMM,5000,40,23,2:40,uniform,0.1,1,500,0,552,29,16,42,44,23,42,2,2,42,7,2,23,2,23
553,553,edisonn553.xlsx,GMM,5000,40,23,2:40,uniform,0.1,5,500,0,553,26,27,42,52,2,42,2,2,42,11,2,33,2,32
